search_query,name,description,설명,url,type,usage_count,topic
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter Client for Cursor,Connect to multiple AI models seamlessly and enhance your applications with advanced AI capabilities. Access a variety of models from different providers and leverage the power of the Model Context Protocol for efficient communication. Simplify your AI integration process and improve your productivity with this versatile client.,여러 AI 모델에 원활하게 연결하고 고급 AI 기능으로 애플리케이션을 강화하세요. 다양한 공급업체의 다양한 모델에 액세스하고 효율적인 커뮤니케이션을 위해 Model Context Protocol의 힘을 활용하세요. 이 다재다능한 클라이언트로 AI 통합 프로세스를 간소화하고 생산성을 개선하세요.,https://smithery.ai/server/@palolxx/openroutermcptest4,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Kubernetes Integration,Integrate Kubernetes with Generative AI to enhance your cloud-native applications. Simplify your Kubernetes management and leverage AI capabilities for better automation and insights. Get started quickly with local or cloud-based Kubernetes clusters.,Kubernetes를 Generative AI와 통합하여 클라우드 기반 애플리케이션을 강화하세요. Kubernetes 관리를 간소화하고 AI 기능을 활용하여 더 나은 자동화와 통찰력을 얻으세요. 로컬 또는 클라우드 기반 Kubernetes 클러스터로 빠르게 시작하세요.,https://smithery.ai/server/@lewiesnyder/kubernetes-mcp,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,QGIS Model Context Protocol Integration,"Connect Claude AI to QGIS for enhanced project management and layer manipulation. Create, load, and save projects, execute processing algorithms, and run Python code directly from Claude, streamlining your GIS workflows.","Claude AI를 QGIS에 연결하여 향상된 프로젝트 관리 및 레이어 조작을 실현하세요. 프로젝트를 생성, 로드 및 저장하고, 처리 알고리즘을 실행하고, Claude에서 직접 Python 코드를 실행하여 GIS 워크플로를 간소화하세요.",https://smithery.ai/server/@jjsantos01/qgis_mcp,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Bitte AI Integration,Integrate with Bitte AI to enhance your applications with advanced capabilities. Leverage the MCP server to streamline interactions and improve functionality across services. Start building intelligent solutions effortlessly with our robust framework.,Bitte AI와 통합하여 고급 기능으로 애플리케이션을 강화하세요. MCP 서버를 활용하여 상호 작용을 간소화하고 서비스 전반의 기능을 개선하세요. 견고한 프레임워크로 손쉽게 지능형 솔루션을 구축하세요.,https://smithery.ai/server/@BitteProtocol/mcp,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Servers,Integrate Large Language Models with various tools and data sources securely and efficiently. Leverage a wide range of reference implementations to enhance your applications with powerful capabilities. Start building your own MCP servers or utilize existing ones to streamline your workflows.,다양한 도구 및 데이터 소스와 안전하고 효율적으로 대규모 언어 모델을 통합합니다. 광범위한 참조 구현을 활용하여 강력한 기능으로 애플리케이션을 강화합니다. 자체 MCP 서버를 구축하거나 기존 서버를 활용하여 워크플로를 간소화합니다.,https://smithery.ai/server/@Owengundam/mcpservers,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,PXNX Model Context Protocol Server,"Integrate your applications with powerful language models to access real-time data and perform actions seamlessly. Enhance your workflows by leveraging tools and resources dynamically, ensuring a more interactive and responsive experience. Simplify complex tasks with predefined prompts and structured interactions.","강력한 언어 모델과 애플리케이션을 통합하여 실시간 데이터에 액세스하고 원활하게 작업을 수행합니다. 도구와 리소스를 동적으로 활용하여 워크플로를 개선하고, 더욱 상호 작용적이고 반응성이 뛰어난 경험을 보장합니다. 미리 정의된 프롬프트와 구조화된 상호 작용으로 복잡한 작업을 간소화합니다.",https://smithery.ai/server/@dariuskavb/pxnx-mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,SysAuto Ask,Engage in real-time web searches by conversing with the Sonar API. Leverage the power of live data to enhance your research capabilities effortlessly. Integrate seamlessly with Claude Desktop for an enriched user experience.,Sonar API와 대화하여 실시간 웹 검색에 참여하세요. 라이브 데이터의 힘을 활용하여 손쉽게 연구 역량을 강화하세요. Claude Desktop과 완벽하게 통합하여 풍부한 사용자 경험을 제공하세요.,https://smithery.ai/server/@rogeriolembo/mcp-api,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Server for Smithery,"Provide a simple and effective way to demonstrate Model Context Protocol functionality. Easily deployable on Smithery, it allows you to echo text and retrieve the current time in various formats. Enhance your applications with seamless integration of real-time data and tools.","모델 컨텍스트 프로토콜 기능을 보여주는 간단하고 효과적인 방법을 제공합니다. Smithery에 쉽게 배포할 수 있으며, 다양한 형식으로 텍스트를 에코하고 현재 시간을 검색할 수 있습니다. 실시간 데이터와 도구를 원활하게 통합하여 애플리케이션을 강화하세요.",https://smithery.ai/server/@AlexKissiJr/unreal-mcp-server,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Slack MCP Server,"Interact with Slack seamlessly by leveraging various API functionalities through a standardized interface. Manage channels, post messages, and retrieve user profiles effortlessly, enhancing your AI model's capabilities in Slack. Simplify your workflow and improve team collaboration with this powerful integration.","표준화된 인터페이스를 통해 다양한 API 기능을 활용하여 Slack과 원활하게 상호 작용하세요. 채널을 관리하고, 메시지를 게시하고, 사용자 프로필을 손쉽게 검색하여 Slack에서 AI 모델의 기능을 향상하세요. 이 강력한 통합으로 워크플로를 간소화하고 팀 협업을 개선하세요.",https://smithery.ai/server/@Chandrakant0110/slack-mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Project Server,Enhance your applications with intelligent responses and data manipulation capabilities. Leverage advanced language models to interact with real-world data and tools seamlessly. Empower your projects with dynamic integrations and efficient workflows.,지능형 응답 및 데이터 조작 기능으로 애플리케이션을 강화하세요. 고급 언어 모델을 활용하여 실제 데이터 및 도구와 원활하게 상호 작용하세요. 동적 통합 및 효율적인 워크플로로 프로젝트를 강화하세요.,https://smithery.ai/server/@danhuaxiansheng/ai-project,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI-Powered FastAPI Server,Implement seamless integration with Large Language Models using a high-performance FastAPI server.,고성능 FastAPI 서버를 사용하여 대규모 언어 모델과의 원활한 통합을 구현합니다.,https://smithery.ai/server/@eagurin/myaiserv,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI Server,"Integrate OpenAI's chat models into your applications effortlessly. Communicate with various models like gpt-4o and o1 directly from Claude, enhancing your AI interactions. Experience seamless message passing and basic error handling for a smooth user experience.",OpenAI의 채팅 모델을 손쉽게 애플리케이션에 통합하세요. Claude에서 직접 gpt-4o 및 o1과 같은 다양한 모델과 통신하여 AI 상호 작용을 강화하세요. 원활한 메시지 전달 및 기본 오류 처리를 통해 매끄러운 사용자 경험을 경험하세요.,https://smithery.ai/server/@gto1seoul/openai-mcp,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Echo Map,Build and customize your own Model Context Protocol server with ease. Start with a basic setup and extend it with new functions to create powerful MCP-compatible applications. Enjoy features like graceful shutdown handling and development configurations for a smooth development experience.,손쉽게 자체 Model Context Protocol 서버를 빌드하고 사용자 지정하세요. 기본 설정으로 시작하여 새로운 기능으로 확장하여 강력한 MCP 호환 애플리케이션을 만드세요. 원활한 개발 경험을 위해 우아한 종료 처리 및 개발 구성과 같은 기능을 활용하세요.,https://smithery.ai/server/@ns-personal/echo-map,Remote,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,PostgreSQL Model Context Protocol Server,"Connect to and query PostgreSQL databases effortlessly. Leverage advanced tools for schema discovery, query analysis, and extension context to enhance your AI agents' capabilities. Simplify database interactions with a robust API designed for seamless integration.","PostgreSQL 데이터베이스에 손쉽게 연결하고 쿼리하세요. 스키마 검색, 쿼리 분석 및 확장 컨텍스트를 위한 고급 도구를 활용하여 AI 에이전트의 기능을 향상하세요. 원활한 통합을 위해 설계된 강력한 API로 데이터베이스 상호 작용을 간소화하세요.",https://smithery.ai/server/@stuzero/pg-mcp,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Proof of Concept,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by leveraging external resources and actions through a standardized protocol. Experience dynamic interactions with your data and APIs effortlessly.,애플리케이션을 실제 데이터 및 도구와 원활하게 통합합니다. 표준화된 프로토콜을 통해 외부 리소스와 작업을 활용하여 워크플로를 개선합니다. 데이터 및 API와의 동적 상호 작용을 손쉽게 경험하세요.,https://smithery.ai/server/@rajavemuri/mcp-poc,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI Tool Bridge,"Integrate OpenAI's powerful tools seamlessly into your applications. Leverage web search and code interpretation capabilities within any MCP-compatible model, enhancing your AI's functionality effortlessly.",OpenAI의 강력한 도구를 애플리케이션에 원활하게 통합하세요. 모든 MCP 호환 모델 내에서 웹 검색 및 코드 해석 기능을 활용하여 AI의 기능을 손쉽게 향상하세요.,https://smithery.ai/server/@alohays/openai-tool2mcp,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Servers,"Showcase versatile and extensible servers for Large Language Models (LLMs). Enable secure, controlled access to tools and data sources.",대규모 언어 모델(LLM)을 위한 다재다능하고 확장 가능한 서버를 선보입니다. 도구 및 데이터 소스에 대한 안전하고 통제된 액세스를 가능하게 합니다.,https://smithery.ai/server/@luoshui-coder/mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your LLM capabilities by allowing them to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge your models with various data sources.,실제 데이터 및 도구와 애플리케이션을 원활하게 통합합니다. 외부 리소스와 상호 작용하고 동적으로 작업을 수행할 수 있도록 하여 LLM 역량을 강화합니다. 다양한 데이터 소스와 모델을 연결하는 표준화되고 안전한 방법을 경험하세요.,https://smithery.ai/server/@spekrealism/mcp-server,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Codebase MCP,"Retrieve and analyze entire codebases effortlessly. Enable AI agents to understand complex projects, enhancing developer productivity and collaboration. Process remote repositories and save analyses for future reference.",전체 코드베이스를 손쉽게 검색하고 분석합니다. AI 에이전트가 복잡한 프로젝트를 이해하도록 하여 개발자 생산성과 협업을 향상시킵니다. 원격 저장소를 처리하고 향후 참조를 위해 분석을 저장합니다.,https://smithery.ai/server/@DeDeveloper23/codebase-mcp,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepClaude MCP,Integrate DeepSeek and Claude AI models for enhanced AI responses.,DeepSeek와 Claude AI 모델을 통합하여 더욱 향상된 AI 대응을 실현하세요.,https://smithery.ai/server/@smithery-ai/DeepClaudeMcp,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Uber Eats MCP Server,Integrate your LLM applications with external tools seamlessly. Enhance your projects by leveraging the capabilities of the Uber Eats MCP server to connect with various APIs and services. Start building powerful applications that utilize real-world data and tools effectively.,LLM 애플리케이션을 외부 도구와 원활하게 통합하세요. Uber Eats MCP 서버의 기능을 활용하여 다양한 API 및 서비스에 연결하여 프로젝트를 강화하세요. 실제 데이터와 도구를 효과적으로 활용하는 강력한 애플리케이션을 구축하기 시작하세요.,https://smithery.ai/server/@skudskud/test-repo-mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter Multimodal,Enable AI assistants to process both text and images seamlessly. Integrate multimodal capabilities into your applications for enhanced interaction and analysis. Experience easy setup and powerful features for diverse AI tasks.,AI 어시스턴트가 텍스트와 이미지를 모두 원활하게 처리할 수 있도록 합니다. 향상된 상호작용과 분석을 위해 다중 모달 기능을 애플리케이션에 통합합니다. 다양한 AI 작업을 위한 간편한 설정과 강력한 기능을 경험하세요.,https://smithery.ai/server/@stabgan/openrouterai-mcp-text-image-multimodal,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Azure DevOps MCP Server,"Interact with Azure DevOps APIs through a standardized protocol. Manage projects, work items, and repositories using natural language commands. Enhance your AI assistants with seamless integration into Azure DevOps workflows.","표준화된 프로토콜을 통해 Azure DevOps API와 상호 작용합니다. 자연어 명령을 사용하여 프로젝트, 작업 항목 및 리포지토리를 관리합니다. Azure DevOps 워크플로에 원활하게 통합하여 AI 어시스턴트를 강화합니다.",https://smithery.ai/server/@Tiberriver256/mcp-server-azure-devops,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Simethery AI,Enhance your applications with intelligent responses and data manipulation capabilities. Leverage advanced language models to interact with real-world data and tools seamlessly. Empower your projects with dynamic context integration for smarter solutions.,지능형 응답 및 데이터 조작 기능으로 애플리케이션을 강화하세요. 고급 언어 모델을 활용하여 실제 데이터 및 도구와 원활하게 상호 작용하세요. 더욱 스마트한 솔루션을 위한 동적 컨텍스트 통합으로 프로젝트를 강화하세요.,https://smithery.ai/server/@akashlomas-nsi/simethery-ai,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,FastAPI Server with MCP SSE,Integrate real-time data streaming into your applications using Server-Sent Events. Leverage the Model Context Protocol to connect AI models with external tools and data sources seamlessly. Enhance your FastAPI applications with customizable routes and robust functionality.,Server-Sent Events를 사용하여 실시간 데이터 스트리밍을 애플리케이션에 통합합니다. Model Context Protocol을 활용하여 AI 모델을 외부 도구 및 데이터 소스와 원활하게 연결합니다. 사용자 정의 가능한 경로와 강력한 기능으로 FastAPI 애플리케이션을 강화합니다.,https://smithery.ai/server/@panz2018/fastapi_mcp_sse,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity AI Server,"Integrate with Perplexity AI for chatting, searching, and documentation retrieval.","Perplexity AI와 통합해 채팅, 검색, 문서 검색 기능을 활용하세요.",https://smithery.ai/server/@rileyedwards77/perplexity-mcp-server,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Steam Gaming Context Server,Fetch user gaming information and preferences from Steam. Integrate with AI assistants to enhance gaming interactions.,Steam에서 사용자 게임 정보와 선호도를 가져옵니다. AI 어시스턴트와 통합하여 게임 상호 작용을 향상합니다.,https://smithery.ai/server/@dsp/mcp-server-steam,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Python SDK for Model Context Protocol,"Build and connect LLM applications with ease. Expose data, tools, and prompts to enhance your LLM interactions in a standardized way. Simplify your development process with our comprehensive SDK.","LLM 애플리케이션을 쉽게 빌드하고 연결하세요. 표준화된 방식으로 LLM 상호 작용을 강화하기 위해 데이터, 도구 및 프롬프트를 노출하세요. 포괄적인 SDK로 개발 프로세스를 간소화하세요.",https://smithery.ai/server/@ujjalcal/mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,애플리케이션을 실제 데이터 및 도구와 원활하게 통합합니다. 언어 모델이 외부 리소스와 상호 작용하고 동적으로 작업을 수행할 수 있도록 하여 워크플로를 개선합니다. 다양한 데이터 소스 및 기능을 사용하여 LLM을 연결하는 표준화되고 안전한 방법을 경험하세요.,https://smithery.ai/server/@multifiai/mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Ragie Model Context Protocol Server,"Enable AI models to access and retrieve information from the Ragie knowledge base. Use the `retrieve` tool to query for relevant content effortlessly. Enhance your AI interactions with rich, contextual knowledge retrieval capabilities.",AI 모델이 Ragie 지식 기반에서 정보에 액세스하고 검색할 수 있도록 합니다. `retrieve` 도구를 사용하여 관련 콘텐츠를 손쉽게 쿼리합니다. 풍부하고 상황에 맞는 지식 검색 기능으로 AI 상호 작용을 강화합니다.,https://smithery.ai/server/@ragieai/ragie-mcp-server,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp2mqtt,Connect IoT devices with AI through MQTT.,MQTT를 통해 IoT 기기를 AI와 연결합니다.,https://smithery.ai/server/mcp2mqtt,Remote,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server for X/Twitter,Provide access to the real browser API for X/Twitter. (WIP),X/Twitter의 실제 브라우저 API에 대한 액세스를 제공합니다. (WIP),https://smithery.ai/server/@JoshMayerr/mcp-x,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Image Toolkit,"Generate, modify, and process images using advanced AI services. Transform your creative ideas into stunning visuals effortlessly with our powerful image manipulation tools.","고급 AI 서비스를 사용하여 이미지를 생성, 수정 및 처리합니다. 강력한 이미지 조작 도구로 창의적인 아이디어를 놀라운 비주얼로 손쉽게 변환합니다.",https://smithery.ai/server/@Kira-Pgr/Image-Toolkit-MCP-Server,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Connect AI models to external data sources and tools through a standardized interface. Simplify the integration of various APIs and data formats, enhancing the capabilities of your AI applications. Streamline your development process with a unified protocol for function calls and tool management.",표준화된 인터페이스를 통해 AI 모델을 외부 데이터 소스 및 도구에 연결합니다. 다양한 API 및 데이터 형식의 통합을 간소화하여 AI 애플리케이션의 기능을 향상합니다. 함수 호출 및 도구 관리를 위한 통합 프로토콜로 개발 프로세스를 간소화합니다.,https://smithery.ai/server/@GobinFan/python-mcp-server-client,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Uber Eats MCP Server,Integrate Uber Eats with LLM applications to enhance your food delivery experience. Leverage external tools seamlessly for a more interactive and efficient service. Start building your custom solutions with ease using this proof of concept.,Uber Eats를 LLM 애플리케이션과 통합하여 음식 배달 경험을 개선하세요. 더욱 상호 작용적이고 효율적인 서비스를 위해 외부 도구를 원활하게 활용하세요. 이 개념 증명을 사용하여 쉽게 사용자 지정 솔루션을 구축하세요.,https://smithery.ai/server/@ericzakariasson/uber-eats-mcp-server,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI App Lab,Empower small and medium enterprises to rapidly develop AI applications tailored to their business scenarios. Utilize a high-code SDK and a wealth of prototype application code to bridge the gap between AI models and real-world applications. Streamline the deployment of intelligent agents with ease and efficiency.,중소기업이 비즈니스 시나리오에 맞는 AI 애플리케이션을 신속하게 개발할 수 있도록 지원합니다. 하이코드 SDK와 풍부한 프로토타입 애플리케이션 코드를 활용하여 AI 모델과 실제 애플리케이션 간의 격차를 메웁니다. 지능형 에이전트의 배포를 쉽고 효율적으로 간소화합니다.,https://smithery.ai/server/@zhuyali-yl/ai-app-lab,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Role-Specific Context Server,"Manage AI agents with tailored roles and contextual boundaries. Create and customize roles, ensuring relevant memory and tone for each agent. Enhance interactions by dynamically adapting to the needs of different roles in your system.",맞춤형 역할과 맥락적 경계로 AI 에이전트를 관리합니다. 역할을 만들고 사용자 지정하여 각 에이전트에 적합한 메모리와 톤을 보장합니다. 시스템에서 다양한 역할의 요구 사항에 동적으로 적응하여 상호 작용을 향상합니다.,https://smithery.ai/server/@Chris-June/MCP-Server,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Agent Construct,Standardize how AI applications access tools and context. Simplify the integration of capabilities into your AI models with a robust and scalable server implementation. Enjoy dynamic tool discovery and execution through a streamlined interface.,AI 애플리케이션이 도구와 컨텍스트에 액세스하는 방식을 표준화합니다. 견고하고 확장 가능한 서버 구현으로 AI 모델에 대한 기능 통합을 간소화합니다. 간소화된 인터페이스를 통해 동적 도구 검색 및 실행을 즐기세요.,https://smithery.ai/server/@batteryshark/agent_construct,Local,,1
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,TESS Integration Server,Integrate with the TESS API to enable the use of TESS agents via the Model Context Protocol. Simplify your AI workflows by leveraging TESS capabilities seamlessly. Enhance your applications with powerful AI functionalities through this integration.,TESS API와 통합하여 Model Context Protocol을 통해 TESS 에이전트를 사용할 수 있도록 합니다. TESS 기능을 원활하게 활용하여 AI 워크플로를 간소화합니다. 이 통합을 통해 강력한 AI 기능으로 애플리케이션을 강화합니다.,https://smithery.ai/server/@diegofornalha/mcp-server-tess-run,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Chat Analysis,Semantic analysis of chat conversations using vector embeddings and knowledge graphs.,벡터 임베딩과 지식 그래프를 사용하여 채팅 대화의 의미 분석.,https://smithery.ai/server/mcp-server-chat-analysis,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Discover MCPs,Explore and integrate various Model Context Protocol servers effortlessly. Enhance your applications by connecting to diverse data sources and tools through a standardized interface. Simplify the process of leveraging LLM capabilities in your projects.,다양한 Model Context Protocol 서버를 손쉽게 탐색하고 통합하세요. 표준화된 인터페이스를 통해 다양한 데이터 소스와 도구에 연결하여 애플리케이션을 강화하세요. 프로젝트에서 LLM 기능을 활용하는 프로세스를 간소화하세요.,https://smithery.ai/server/@bracethyself/discover-mcps,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CentralMind Gateway,"Create secure, LLM-optimized APIs for your structured data effortlessly. Expose your databases to AI agents using the Model Context Protocol or OpenAPI, ensuring compliance and performance. Automate API generation and enhance your AI applications with built-in security features.",구조화된 데이터에 대한 안전하고 LLM 최적화된 API를 손쉽게 만드세요. Model Context Protocol 또는 OpenAPI를 사용하여 데이터베이스를 AI 에이전트에 노출하여 규정 준수와 성능을 보장하세요. API 생성을 자동화하고 기본 제공 보안 기능으로 AI 애플리케이션을 강화하세요.,https://smithery.ai/server/@andreagroferreira/gateway,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Communicative Agents for AI Society Study,Explore and study the behaviors and capabilities of autonomous communicative agents. Leverage a scalable framework to facilitate cooperation among agents and enhance their task-solving abilities. Open-source your research with our library and contribute to the understanding of AI societies.,자율적 의사소통 에이전트의 행동과 역량을 탐구하고 연구합니다. 에이전트 간 협력을 용이하게 하고 작업 해결 능력을 강화하기 위해 확장 가능한 프레임워크를 활용합니다. 라이브러리에서 연구를 오픈 소스로 공개하고 AI 사회에 대한 이해에 기여합니다.,https://smithery.ai/server/@Wendong-Fan/camel,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp-framework-starter,Create and manage your own Model Context Protocol server effortlessly. Build custom tools and integrate them seamlessly with your applications. Enhance your LLM capabilities by leveraging real-world data and actions through a standardized interface.,손쉽게 자체 Model Context Protocol 서버를 만들고 관리하세요. 사용자 정의 도구를 빌드하고 애플리케이션과 원활하게 통합하세요. 표준화된 인터페이스를 통해 실제 데이터와 작업을 활용하여 LLM 역량을 강화하세요.,https://smithery.ai/server/@QuantGeekDev/mcp-framework-starter,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Retrieval-Augmented Thinking,"Enhance your AI model's reasoning and problem-solving capabilities with structured, retrieval-augmented thinking processes. Utilize adaptive thought chains and iterative hypothesis generation for improved decision-making. Experience real-time evaluation and context coherence across complex reasoning paths.",구조화되고 검색이 강화된 사고 프로세스를 통해 AI 모델의 추론 및 문제 해결 능력을 강화하세요. 적응형 사고 체인과 반복적 가설 생성을 활용하여 의사 결정을 개선하세요. 복잡한 추론 경로에서 실시간 평가와 맥락적 일관성을 경험하세요.,https://smithery.ai/server/@stat-guy/retrieval-augmented-thinking,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Awesome MCP Server,Fetch real-time weather details and forecasts or retrieve LinkedIn profile data seamlessly. Enhance your AI models with real-world insights and data integration capabilities. Start building intelligent applications that leverage external APIs effortlessly.,실시간 날씨 세부 정보와 예보를 가져오거나 LinkedIn 프로필 데이터를 원활하게 검색하세요. 실제 통찰력과 데이터 통합 기능으로 AI 모델을 강화하세요. 외부 API를 손쉽게 활용하는 지능형 애플리케이션을 구축하세요.,https://smithery.ai/server/@AIAnytime/Awesome-MCP-Server,Local,,0
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,2
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Agentic,Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly to improve user interactions and decision-making. Leverage a standardized protocol to connect your LLMs with external resources effortlessly.,동적 컨텍스트 통합으로 애플리케이션을 강화하세요. 실제 데이터와 도구에 원활하게 액세스하고 조작하여 사용자 상호 작용과 의사 결정을 개선하세요. 표준화된 프로토콜을 활용하여 LLM을 외부 리소스와 손쉽게 연결하세요.,https://smithery.ai/server/@tarulahsan/agentic,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Demo Curso AI 2025,Enhance your AI applications with seamless integration of tools and resources. Access real-world data and perform actions dynamically to enrich user interactions. Simplify your development process with standardized workflows and prompt templates.,도구와 리소스를 매끄럽게 통합하여 AI 애플리케이션을 강화하세요. 실제 데이터에 액세스하고 동적으로 작업을 수행하여 사용자 상호 작용을 풍부하게 하세요. 표준화된 워크플로와 프롬프트 템플릿으로 개발 프로세스를 간소화하세요.,https://smithery.ai/server/@caguanet/demo-curso-ai-03-2025,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,3D Universal Plugin Interface,"Unify your 3D software development with a single API that generates native plugins for Blender, Maya, Unreal Engine, and more. Simplify complex operations and reduce development costs with automatic code generation for multiple platforms. Enhance your workflow by leveraging high-level semantic operations across all your 3D applications.","Blender, Maya, Unreal Engine 등을 위한 네이티브 플러그인을 생성하는 단일 API로 3D 소프트웨어 개발을 통합하세요. 여러 플랫폼에 대한 자동 코드 생성으로 복잡한 작업을 간소화하고 개발 비용을 절감하세요. 모든 3D 애플리케이션에서 고수준 의미 작업을 활용하여 워크플로를 개선하세요.",https://smithery.ai/server/@team-plask/3d-mcp,Local,,3
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Systemprompt MCP Core,"A specialized MCP server that enables you to create, manage, and extend AI agents through a prompt and tool management system. This server integrates with systemprompt.io to provide seamless creation, management, and versioning of system prompts through MCP.","프롬프트 및 도구 관리 시스템을 통해 AI 에이전트를 생성, 관리 및 확장할 수 있는 전문 MCP 서버입니다. 이 서버는 systemprompt.io와 통합되어 MCP를 통해 시스템 프롬프트를 원활하게 생성, 관리 및 버전화합니다.",https://smithery.ai/server/systemprompt-agent-server,Local,,4
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Damn Vulnerable Model Context Protocol,"Explore and learn about common security vulnerabilities in machine learning model serving systems. Understand the risks associated with unsafe model deserialization, input injection, and weak authentication through hands-on experience. Use this application in a controlled environment to enhance your security knowledge in AI/ML systems.","머신 러닝 모델 제공 시스템의 일반적인 보안 취약성을 탐색하고 학습합니다. 안전하지 않은 모델 역직렬화, 입력 주입 및 약한 인증과 관련된 위험을 실무 경험을 통해 이해합니다. 이 애플리케이션을 제어된 환경에서 사용하여 AI/ML 시스템의 보안 지식을 향상합니다.",https://smithery.ai/server/@Karanxa/dvmcp,Local,,4
