search_query,name,description,설명,url,type,usage_count,topic
web search,SearXNG MCP Server,"Integrate web search capabilities into your applications. Execute general queries, news, and articles with pagination support for tailored results. Enhance your projects with powerful search functionalities effortlessly.","웹 검색 기능을 애플리케이션에 통합합니다. 페이지네이션 지원으로 일반 쿼리, 뉴스 및 기사를 실행하여 맞춤형 결과를 얻습니다. 강력한 검색 기능으로 프로젝트를 손쉽게 강화합니다.",https://smithery.ai/server/@deepkl/mcp-searxng,Local,,3
web search,Tavily Server,"Enable your AI assistants to perform comprehensive web searches and retrieve relevant, up-to-date information effortlessly. Leverage AI-powered search capabilities with rich results and caching for improved performance. Enhance your applications with flexible data access through both tools and resources.",AI 어시스턴트가 포괄적인 웹 검색을 수행하고 관련성 있고 최신 정보를 손쉽게 검색할 수 있도록 하세요. 풍부한 결과와 캐싱을 통해 AI 기반 검색 기능을 활용하여 성능을 개선하세요. 도구와 리소스를 통해 유연한 데이터 액세스로 애플리케이션을 강화하세요.,https://smithery.ai/server/@it-beard/tavily-server,Local,,3
web search,Brave Search,Integrate with Brave Search to perform web and local searches.,Brave Search와 통합하여 웹 및 로컬 검색을 수행합니다.,https://smithery.ai/server/@arben-adm/brave-mcp-search,Local,,1
web search,Tavily MCP Server with Proxy Support,Enable AI-powered web searches through proxy servers. Get direct answers to your questions and access recent news articles with AI-extracted relevant content. Enhance your LLM's capabilities with sophisticated search functionalities.,프록시 서버를 통해 AI 기반 웹 검색을 활성화합니다. 질문에 대한 직접적인 답변을 얻고 AI에서 추출한 관련 콘텐츠로 최근 뉴스 기사에 액세스합니다. 정교한 검색 기능으로 LLM의 역량을 강화합니다.,https://smithery.ai/server/@tulong66/mcp-tavily-proxy,Local,,0
web search,MCP2Brave,Use Brave API to perform web searches.,Brave API를 사용하여 웹 검색을 수행합니다.,https://smithery.ai/server/mcp2brave,Local,,1
web search,SearXNG Search Connector,An MCP server for connecting to SearXNG to perform web searches.,SearXNG에 연결하여 웹 검색을 수행하는 MCP 서버입니다.,https://smithery.ai/server/mcp-searxng,Remote,,1
web search,Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.,Perplexity 검색 API를 사용하여 실시간 웹 검색을 수행하고 인용문과 함께 결과를 검색합니다. 최신 정보와 관련 질문에 원활하게 액세스할 수 있는 기능으로 애플리케이션을 강화합니다. LLM과 손쉽게 통합하여 풍부한 검색 기능을 제공합니다.,https://smithery.ai/server/@chenxilol/perplexity-mcp-go,Local,,2
web search,SearXNG Model Context Protocol Server,"Enable language models to perform web searches through SearXNG. Send search queries and receive formatted results seamlessly, enhancing your model's capabilities with real-time web data.",언어 모델이 SearXNG를 통해 웹 검색을 수행하도록 활성화합니다. 검색 쿼리를 보내고 포맷된 결과를 원활하게 수신하여 실시간 웹 데이터로 모델의 기능을 향상합니다.,https://smithery.ai/server/@aeon-seraph/searxng-mcp,Local,,2
web search,SearxNG Server,Provides web search capabilities using the SearxNG API.,SearxNG API를 사용하여 웹 검색 기능을 제공합니다.,https://smithery.ai/server/@ihor-sokoliuk/server-searxng,Remote,,1
web search,Perplexity Ask,Engage in real-time web searches with the Sonar API to enhance your conversations. Leverage live web-wide research capabilities directly within your applications. Simplify your information retrieval process and get instant answers from the web.,Sonar API로 실시간 웹 검색에 참여하여 대화를 강화하세요. 애플리케이션 내에서 직접 라이브 웹 전체 조사 기능을 활용하세요. 정보 검색 프로세스를 간소화하고 웹에서 즉각적인 답변을 얻으세요.,https://smithery.ai/server/@ppl-ai/modelcontextprotocol,Local,,1
web search,Scrapeless Mcp Server,Enable your AI assistants to perform advanced web searches effortlessly. Leverage Scrapeless to retrieve data from Google Search and summarize results for enhanced decision-making. Start searching smarter with our intuitive MCP server implementation.,AI 어시스턴트가 고급 웹 검색을 손쉽게 수행할 수 있도록 하세요. Scrapeless를 활용하여 Google 검색에서 데이터를 검색하고 결과를 요약하여 향상된 의사 결정을 내리세요. 직관적인 MCP 서버 구현으로 더 스마트하게 검색을 시작하세요.,https://smithery.ai/server/@scrapeless-ai/scrapeless-mcp-server,Local,,3
web search,Memory Store,Provide web search capabilities using Puppeteer.,Puppeteer를 사용하여 웹 검색 기능을 제공합니다.,https://smithery.ai/server/@divslingerx/mcp-server,Local,,1
web search,SysAuto Ask,Engage in real-time web searches by conversing with the Sonar API. Leverage the power of live data to enhance your research capabilities effortlessly. Integrate seamlessly with Claude Desktop for an enriched user experience.,Sonar API와 대화하여 실시간 웹 검색에 참여하세요. 라이브 데이터의 힘을 활용하여 손쉽게 연구 역량을 강화하세요. Claude Desktop과 완벽하게 통합하여 풍부한 사용자 경험을 제공하세요.,https://smithery.ai/server/@rogeriolembo/mcp-api,Local,,2
web search,Bing Search,"Enable your AI assistants to perform comprehensive web, news, and image searches using the Microsoft Bing Search API. Access timely information and visual content effortlessly, enhancing the capabilities of your applications. Integrate seamlessly with MCP-compatible clients for a powerful search experience.","Microsoft Bing Search API를 사용하여 AI 어시스턴트가 포괄적인 웹, 뉴스 및 이미지 검색을 수행하도록 하세요. 적시에 정보와 시각적 콘텐츠에 손쉽게 액세스하여 애플리케이션의 기능을 향상하세요. 강력한 검색 환경을 위해 MCP 호환 클라이언트와 원활하게 통합하세요.",https://smithery.ai/server/@leehanchung/bing-search-mcp,Remote,,3
web search,Deep Research,Search the web for information effortlessly. Leverage the power of the Tavily API to enhance your research capabilities with maximum efficiency. Configure your search parameters and get started quickly with this intuitive tool.,웹에서 정보를 손쉽게 검색하세요. Tavily API의 힘을 활용하여 최대의 효율성으로 연구 역량을 강화하세요. 검색 매개변수를 구성하고 이 직관적인 도구로 빠르게 시작하세요.,https://smithery.ai/server/@baranwang/mcp-deep-research,Remote,,2
web search,Ollama Deep Researcher,"Empower your AI assistants to conduct in-depth research on any topic using local LLMs. Generate web search queries, summarize results, and iteratively refine your findings to fill knowledge gaps. Achieve comprehensive insights with a final markdown summary of all sources used.","로컬 LLM을 사용하여 모든 주제에 대한 심층 연구를 수행할 수 있도록 AI 어시스턴트를 강화하세요. 웹 검색 쿼리를 생성하고, 결과를 요약하고, 반복적으로 결과를 정제하여 지식 격차를 메우세요. 사용된 모든 소스의 최종 마크다운 요약으로 포괄적인 통찰력을 얻으세요.",https://smithery.ai/server/@Cam10001110101/mcp-server-ollama-deep-researcher,Local,,4
web search,Google Search,"Provide Google search capabilities, web content extraction, and screenshot functionality.","Google 검색 기능, 웹 콘텐츠 추출, 스크린샷 기능을 제공합니다.",https://smithery.ai/server/@Claw256/mcp-google-search,Local,,1
web search,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,0
web search,Perplexity Server,Leverage web search capabilities to find information quickly and efficiently. Automatically select the best model based on your query intent for optimal results. Enhance your search experience with intelligent domain and recency filtering options.,웹 검색 기능을 활용하여 빠르고 효율적으로 정보를 찾으세요. 최적의 결과를 위해 쿼리 의도에 따라 자동으로 최상의 모델을 선택하세요. 지능형 도메인 및 최근성 필터링 옵션으로 검색 환경을 개선하세요.,https://smithery.ai/server/@RossH121/perplexity-mcp,Local,,2
web search,Perplexity MCP Server,Enable web searching capabilities using Perplexity AI.,Perplexity AI를 사용하여 웹 검색 기능을 활성화합니다.,https://smithery.ai/server/@spragginsdesigns/perplexity-mcp-server,Local,,1
web search,Web Research Server,Integrate real-time web research capabilities into your applications. Conduct thorough research with Google search integration and webpage content extraction.,실시간 웹 리서치 기능을 애플리케이션에 통합합니다. Google 검색 통합 및 웹페이지 콘텐츠 추출을 통해 철저한 리서치를 수행합니다.,https://smithery.ai/server/@jevy/mcp-webresearch,Local,,1
web search,Gemini API Server,"Leverage the power of Google's Gemini API for versatile AI capabilities. Generate text, create and edit images, analyze videos, and perform web searches seamlessly. Enhance your applications with advanced AI functionalities effortlessly.","다양한 AI 기능을 위해 Google의 Gemini API의 힘을 활용하세요. 텍스트를 생성하고, 이미지를 만들고 편집하고, 비디오를 분석하고, 웹 검색을 원활하게 수행하세요. 고급 AI 기능으로 애플리케이션을 손쉽게 강화하세요.",https://smithery.ai/server/@techkwon/mcp-gemini,Local,,3
web search,Kagi Search,MCP server that allows searching the web using Kagi API,Kagi API를 사용하여 웹 검색을 허용하는 MCP 서버,https://smithery.ai/server/kagi-mcp,Remote,,1
web search,Jina AI MCP Server,"Access powerful web services through Claude. Utilize tools for web page reading, web search, and fact-checking.","Claude를 통해 강력한 웹 서비스에 액세스하세요. 웹 페이지 읽기, 웹 검색 및 사실 확인을 위한 도구를 활용하세요.",https://smithery.ai/server/@JoeBuildsStuff/mcp-jina-ai,Local,,1
web search,Perplexity MCP Server,Leverage web search capabilities to find the latest information using Perplexity AI's API. Easily integrate this server with your applications to enhance your search functionalities. Get timely and relevant search results with just a simple prompt.,Perplexity AI의 API를 사용하여 최신 정보를 찾기 위해 웹 검색 기능을 활용하세요. 이 서버를 귀하의 애플리케이션과 쉽게 통합하여 검색 기능을 강화하세요. 간단한 프롬프트로 적시에 관련성 있는 검색 결과를 얻으세요.,https://smithery.ai/server/@hostedmcp/perplexity-mcp,Local,,2
web search,Search Service,Provide online and local search capabilities.,온라인 및 로컬 검색 기능을 제공합니다.,https://smithery.ai/server/@fengin/search-server,Local,,1
web search,Tavily Search,"Perform searches based on specified queries and receive AI responses, URIs, and titles of the search results. Enhance your search capabilities with a simple command in Claude Desktop or Cursor, making information retrieval seamless and efficient.","지정된 쿼리에 따라 검색을 수행하고 검색 결과의 AI 응답, URI 및 제목을 받습니다. Claude Desktop 또는 Cursor에서 간단한 명령으로 검색 기능을 강화하여 정보 검색을 원활하고 효율적으로 만듭니다.",https://smithery.ai/server/@YeonwooSung/metasearch-mcp,Local,,2
web search,Perplexity Server,Enable web search capabilities using Perplexity's API.,Perplexity의 API를 사용하여 웹 검색 기능을 활성화합니다.,https://smithery.ai/server/@jaacob/perplexity-mcp,Local,,1
web search,Deep Web Research Server,Enhance web research capabilities with intelligent search and content extraction.,지능형 검색과 콘텐츠 추출로 웹 조사 역량을 강화하세요.,https://smithery.ai/server/@PedroDnT/mcp-deepwebresearch,Local,,1
web search,Query Table,"Extract and query data from various financial websites seamlessly. Switch between sources effortlessly if one becomes unavailable, ensuring continuous access to critical information. Leverage browser automation for accurate data retrieval without the hassle of manual logins or complex request handling.",다양한 금융 웹사이트에서 데이터를 원활하게 추출하고 쿼리합니다. 하나를 사용할 수 없게 되면 소스 간에 손쉽게 전환하여 중요한 정보에 대한 지속적인 액세스를 보장합니다. 수동 로그인이나 복잡한 요청 처리의 번거로움 없이 정확한 데이터 검색을 위해 브라우저 자동화를 활용합니다.,https://smithery.ai/server/@wukan1986/query_table,Local,,2
web search,Google Search Server,Enable your AI models to perform Google searches and analyze webpage content programmatically. Access advanced search features and extract meaningful information from web pages effortlessly. Enhance your applications with powerful web data capabilities.,AI 모델이 Google 검색을 수행하고 웹페이지 콘텐츠를 프로그래밍 방식으로 분석할 수 있도록 합니다. 고급 검색 기능에 액세스하고 웹페이지에서 의미 있는 정보를 손쉽게 추출합니다. 강력한 웹 데이터 기능으로 애플리케이션을 강화합니다.,https://smithery.ai/server/@mixelpixx/Google-Search-MCP-Server,Local,,3
web search,OpenAI Tool Bridge,"Integrate OpenAI's powerful tools seamlessly into your applications. Leverage web search and code interpretation capabilities within any MCP-compatible model, enhancing your AI's functionality effortlessly.",OpenAI의 강력한 도구를 애플리케이션에 원활하게 통합하세요. 모든 MCP 호환 모델 내에서 웹 검색 및 코드 해석 기능을 활용하여 AI의 기능을 손쉽게 향상하세요.,https://smithery.ai/server/@alohays/openai-tool2mcp,Local,,3
web search,Brave Search MCP,Enhance your search experience by integrating advanced language model capabilities. Access real-time data and perform complex queries seamlessly. Empower your applications with intelligent search functionalities that adapt to user needs.,고급 언어 모델 기능을 통합하여 검색 경험을 향상시키세요. 실시간 데이터에 액세스하고 복잡한 쿼리를 원활하게 수행하세요. 사용자 요구에 맞춰 조정되는 지능형 검색 기능으로 애플리케이션을 강화하세요.,https://smithery.ai/server/@w-jeon/mcp-brave-search,Local,,2
web search,Smithery Search,Enhance your search capabilities with advanced querying and data retrieval features. Access and manipulate real-world data seamlessly to improve your applications. Experience a more efficient way to integrate search functionalities into your projects.,고급 쿼리 및 데이터 검색 기능으로 검색 기능을 강화하세요. 실제 데이터에 원활하게 액세스하고 조작하여 애플리케이션을 개선하세요. 프로젝트에 검색 기능을 통합하는 보다 효율적인 방법을 경험하세요.,https://smithery.ai/server/@EGDongAn/smithery-search,Local,,2
web search,Internet Search Server,Enable seamless internet searches through a powerful MCP server. Leverage the Bocha AI search API to enhance your applications with real-time search capabilities. Simplify your integration process with easy setup and configuration.,강력한 MCP 서버를 통해 원활한 인터넷 검색을 활성화하세요. Bocha AI 검색 API를 활용하여 실시간 검색 기능으로 애플리케이션을 강화하세요. 쉬운 설정 및 구성으로 통합 프로세스를 간소화하세요.,https://smithery.ai/server/@mingdedi/InternetSearch-mcp-server,Local,,3
web search,TypeScript MCP Servers,"Enhance your development experience by integrating powerful tools like web search, file system operations, Git management, and shell command execution into your workflow. Leverage the flat-rate Claude Pro subscription to access these capabilities without incurring variable costs. Streamline your coding tasks and improve productivity with seamless integration into the Claude Desktop application.","웹 검색, 파일 시스템 운영, Git 관리, 셸 명령 실행과 같은 강력한 도구를 워크플로에 통합하여 개발 경험을 향상시키세요. 정액 Claude Pro 구독을 활용하여 가변 비용을 들이지 않고도 이러한 기능에 액세스하세요. Claude Desktop 애플리케이션에 원활하게 통합하여 코딩 작업을 간소화하고 생산성을 향상시키세요.",https://smithery.ai/server/@ukkz/claude-ts-mcps,Local,,3
web search,MCP Tool Kit,"Enhance your Claude AI assistants with a variety of integrated tools for file operations, web searches, data analysis, and more. Streamline workflows by allowing Claude to perform actions and access external resources seamlessly. Empower your agents to handle complex tasks efficiently and effectively.","파일 작업, 웹 검색, 데이터 분석 등을 위한 다양한 통합 도구로 Claude AI 어시스턴트를 강화하세요. Claude가 작업을 수행하고 외부 리소스에 원활하게 액세스할 수 있도록 하여 워크플로를 간소화하세요. 에이전트가 복잡한 작업을 효율적이고 효과적으로 처리할 수 있도록 지원하세요.",https://smithery.ai/server/@getfounded/mcp-tool-kit,Local,,4
web search,Crawl4AI MCP Server,Provide powerful search capabilities and LLM-optimized web content understanding.,강력한 검색 기능과 LLM에 최적화된 웹 콘텐츠 이해를 제공합니다.,https://smithery.ai/server/@weidwonder/crawl4ai-mcp-server,Local,,3
web search,Resources,Building the operating system for AI,AI를 위한 운영체제 구축,https://smithery.ai/,,,0
web search,Azure AI Agent Service,"Enhance your search capabilities by integrating Azure AI services with Claude Desktop. Access intelligent search results from both your private documents and the web, complete with source citations. Customize and extend your search behavior effortlessly to meet your needs.",Azure AI 서비스를 Claude Desktop과 통합하여 검색 기능을 강화하세요. 소스 인용이 포함된 개인 문서와 웹에서 지능형 검색 결과에 액세스하세요. 필요에 맞게 검색 동작을 손쉽게 사용자 지정하고 확장하세요.,https://smithery.ai/server/@farzad528/mcp-server-azure-ai-agents,Local,,2
web search,Firecrawl Server,Enable web scraping and intelligent content searching capabilities.,웹 스크래핑과 지능형 콘텐츠 검색 기능을 활성화합니다.,https://smithery.ai/server/@Msparihar/mcp-server-firecrawl,Local,,0
web search,Valyu MCP Server,Access Valyu's knowledge retrieval and feedback APIs to enhance your LLM's capabilities. Search proprietary and web sources for information and submit transaction feedback seamlessly. Empower your applications with real-time insights and user interaction.,Valyu의 지식 검색 및 피드백 API에 액세스하여 LLM의 역량을 강화하세요. 독점 및 웹 소스에서 정보를 검색하고 거래 피드백을 원활하게 제출하세요. 실시간 통찰력과 사용자 상호 작용으로 애플리케이션을 강화하세요.,https://smithery.ai/server/@valyu-network/valyu-mcp-js,Local,,2
web search,AI Agent Marketplace Index Search Server,Search for AI agents by keywords or categories to find the right tools for your needs. Monitor web traffic performance and access comprehensive metrics for available AI agents. Easily list your AI agents in the marketplace with a robust API.,키워드 또는 카테고리별로 AI 에이전트를 검색하여 필요에 맞는 올바른 도구를 찾으세요. 웹 트래픽 성능을 모니터링하고 사용 가능한 AI 에이전트에 대한 포괄적인 지표에 액세스하세요. 강력한 API로 마켓플레이스에 AI 에이전트를 쉽게 등록하세요.,https://smithery.ai/server/@AI-Agent-Hub/ai-agent-marketplace-index-mcp,Local,,3
