search_query,name,description,url,type,usage_count
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Proof of Concept,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by leveraging external resources and actions through a standardized protocol. Experience dynamic interactions with your data and APIs effortlessly.,https://smithery.ai/server/@rajavemuri/mcp-poc,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenAI Tool Bridge,"Integrate OpenAI's powerful tools seamlessly into your applications. Leverage web search and code interpretation capabilities within any MCP-compatible model, enhancing your AI's functionality effortlessly.",https://smithery.ai/server/@alohays/openai-tool2mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Model Context Protocol Servers,"Showcase versatile and extensible servers for Large Language Models (LLMs). Enable secure, controlled access to tools and data sources.",https://smithery.ai/server/@luoshui-coder/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your LLM capabilities by allowing them to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge your models with various data sources.,https://smithery.ai/server/@spekrealism/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Codebase MCP,"Retrieve and analyze entire codebases effortlessly. Enable AI agents to understand complex projects, enhancing developer productivity and collaboration. Process remote repositories and save analyses for future reference.",https://smithery.ai/server/@DeDeveloper23/codebase-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepClaude MCP,Integrate DeepSeek and Claude AI models for enhanced AI responses.,https://smithery.ai/server/@smithery-ai/DeepClaudeMcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Uber Eats MCP Server,Integrate your LLM applications with external tools seamlessly. Enhance your projects by leveraging the capabilities of the Uber Eats MCP server to connect with various APIs and services. Start building powerful applications that utilize real-world data and tools effectively.,https://smithery.ai/server/@skudskud/test-repo-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter Multimodal,Enable AI assistants to process both text and images seamlessly. Integrate multimodal capabilities into your applications for enhanced interaction and analysis. Experience easy setup and powerful features for diverse AI tasks.,https://smithery.ai/server/@stabgan/openrouterai-mcp-text-image-multimodal,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Azure DevOps MCP Server,"Interact with Azure DevOps APIs through a standardized protocol. Manage projects, work items, and repositories using natural language commands. Enhance your AI assistants with seamless integration into Azure DevOps workflows.",https://smithery.ai/server/@Tiberriver256/mcp-server-azure-devops,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Simethery AI,Enhance your applications with intelligent responses and data manipulation capabilities. Leverage advanced language models to interact with real-world data and tools seamlessly. Empower your projects with dynamic context integration for smarter solutions.,https://smithery.ai/server/@akashlomas-nsi/simethery-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,FastAPI Server with MCP SSE,Integrate real-time data streaming into your applications using Server-Sent Events. Leverage the Model Context Protocol to connect AI models with external tools and data sources seamlessly. Enhance your FastAPI applications with customizable routes and robust functionality.,https://smithery.ai/server/@panz2018/fastapi_mcp_sse,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity AI Server,"Integrate with Perplexity AI for chatting, searching, and documentation retrieval.",https://smithery.ai/server/@rileyedwards77/perplexity-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Steam Gaming Context Server,Fetch user gaming information and preferences from Steam. Integrate with AI assistants to enhance gaming interactions.,https://smithery.ai/server/@dsp/mcp-server-steam,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Python SDK for Model Context Protocol,"Build and connect LLM applications with ease. Expose data, tools, and prompts to enhance your LLM interactions in a standardized way. Simplify your development process with our comprehensive SDK.",https://smithery.ai/server/@ujjalcal/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@multifiai/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Ragie Model Context Protocol Server,"Enable AI models to access and retrieve information from the Ragie knowledge base. Use the `retrieve` tool to query for relevant content effortlessly. Enhance your AI interactions with rich, contextual knowledge retrieval capabilities.",https://smithery.ai/server/@ragieai/ragie-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp2mqtt,Connect IoT devices with AI through MQTT.,https://smithery.ai/server/mcp2mqtt,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server for X/Twitter,Provide access to the real browser API for X/Twitter. (WIP),https://smithery.ai/server/@JoshMayerr/mcp-x,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Image Toolkit,"Generate, modify, and process images using advanced AI services. Transform your creative ideas into stunning visuals effortlessly with our powerful image manipulation tools.",https://smithery.ai/server/@Kira-Pgr/Image-Toolkit-MCP-Server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Connect AI models to external data sources and tools through a standardized interface. Simplify the integration of various APIs and data formats, enhancing the capabilities of your AI applications. Streamline your development process with a unified protocol for function calls and tool management.",https://smithery.ai/server/@GobinFan/python-mcp-server-client,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Uber Eats MCP Server,Integrate Uber Eats with LLM applications to enhance your food delivery experience. Leverage external tools seamlessly for a more interactive and efficient service. Start building your custom solutions with ease using this proof of concept.,https://smithery.ai/server/@ericzakariasson/uber-eats-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI App Lab,Empower small and medium enterprises to rapidly develop AI applications tailored to their business scenarios. Utilize a high-code SDK and a wealth of prototype application code to bridge the gap between AI models and real-world applications. Streamline the deployment of intelligent agents with ease and efficiency.,https://smithery.ai/server/@zhuyali-yl/ai-app-lab,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Role-Specific Context Server,"Manage AI agents with tailored roles and contextual boundaries. Create and customize roles, ensuring relevant memory and tone for each agent. Enhance interactions by dynamically adapting to the needs of different roles in your system.",https://smithery.ai/server/@Chris-June/MCP-Server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Agent Construct,Standardize how AI applications access tools and context. Simplify the integration of capabilities into your AI models with a robust and scalable server implementation. Enjoy dynamic tool discovery and execution through a streamlined interface.,https://smithery.ai/server/@batteryshark/agent_construct,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,TESS Integration Server,Integrate with the TESS API to enable the use of TESS agents via the Model Context Protocol. Simplify your AI workflows by leveraging TESS capabilities seamlessly. Enhance your applications with powerful AI functionalities through this integration.,https://smithery.ai/server/@diegofornalha/mcp-server-tess-run,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Chat Analysis,Semantic analysis of chat conversations using vector embeddings and knowledge graphs.,https://smithery.ai/server/mcp-server-chat-analysis,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Discover MCPs,Explore and integrate various Model Context Protocol servers effortlessly. Enhance your applications by connecting to diverse data sources and tools through a standardized interface. Simplify the process of leveraging LLM capabilities in your projects.,https://smithery.ai/server/@bracethyself/discover-mcps,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CentralMind Gateway,"Create secure, LLM-optimized APIs for your structured data effortlessly. Expose your databases to AI agents using the Model Context Protocol or OpenAPI, ensuring compliance and performance. Automate API generation and enhance your AI applications with built-in security features.",https://smithery.ai/server/@andreagroferreira/gateway,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Communicative Agents for AI Society Study,Explore and study the behaviors and capabilities of autonomous communicative agents. Leverage a scalable framework to facilitate cooperation among agents and enhance their task-solving abilities. Open-source your research with our library and contribute to the understanding of AI societies.,https://smithery.ai/server/@Wendong-Fan/camel,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp-framework-starter,Create and manage your own Model Context Protocol server effortlessly. Build custom tools and integrate them seamlessly with your applications. Enhance your LLM capabilities by leveraging real-world data and actions through a standardized interface.,https://smithery.ai/server/@QuantGeekDev/mcp-framework-starter,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Retrieval-Augmented Thinking,"Enhance your AI model's reasoning and problem-solving capabilities with structured, retrieval-augmented thinking processes. Utilize adaptive thought chains and iterative hypothesis generation for improved decision-making. Experience real-time evaluation and context coherence across complex reasoning paths.",https://smithery.ai/server/@stat-guy/retrieval-augmented-thinking,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Awesome MCP Server,Fetch real-time weather details and forecasts or retrieve LinkedIn profile data seamlessly. Enhance your AI models with real-world insights and data integration capabilities. Start building intelligent applications that leverage external APIs effortlessly.,https://smithery.ai/server/@AIAnytime/Awesome-MCP-Server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Agentic,Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly to improve user interactions and decision-making. Leverage a standardized protocol to connect your LLMs with external resources effortlessly.,https://smithery.ai/server/@tarulahsan/agentic,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Demo Curso AI 2025,Enhance your AI applications with seamless integration of tools and resources. Access real-world data and perform actions dynamically to enrich user interactions. Simplify your development process with standardized workflows and prompt templates.,https://smithery.ai/server/@caguanet/demo-curso-ai-03-2025,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,3D Universal Plugin Interface,"Unify your 3D software development with a single API that generates native plugins for Blender, Maya, Unreal Engine, and more. Simplify complex operations and reduce development costs with automatic code generation for multiple platforms. Enhance your workflow by leveraging high-level semantic operations across all your 3D applications.",https://smithery.ai/server/@team-plask/3d-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Systemprompt MCP Core,"A specialized MCP server that enables you to create, manage, and extend AI agents through a prompt and tool management system. This server integrates with systemprompt.io to provide seamless creation, management, and versioning of system prompts through MCP.",https://smithery.ai/server/systemprompt-agent-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Damn Vulnerable Model Context Protocol,"Explore and learn about common security vulnerabilities in machine learning model serving systems. Understand the risks associated with unsafe model deserialization, input injection, and weak authentication through hands-on experience. Use this application in a controlled environment to enhance your security knowledge in AI/ML systems.",https://smithery.ai/server/@Karanxa/dvmcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MemoDB,"Manage your AI application's conversation context and personal knowledge base efficiently. Create, update, and query user data and knowledge seamlessly with a robust API. Enhance your AI interactions with structured knowledge management tools.",https://smithery.ai/server/@wuyunmei/momedb-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your language models to interact with real-world resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@pangweiwei/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Intelligence Hub,Enhance your applications with intelligent capabilities. Integrate various AI tools and resources seamlessly to leverage advanced functionalities and improve user experience.,https://smithery.ai/server/@GrandMasterK414/ai-intelligence-hub,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@970319330/w970319330,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Swiss MCP,"A Swiss Army Knife for orchestrating complex AI tasks, coordinating multiple AI tools.",https://smithery.ai/server/swiss,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepSeek MCP Server,Enhance reasoning capabilities by integrating advanced reasoning tasks with Claude. Leverage the DeepSeek R1 model to tackle complex logical analysis and deliver thoughtful responses efficiently. Experience structured reasoning and improved interaction with users through this powerful server.,https://smithery.ai/server/@moyu6027/deepseek-MCP-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,TxtAI Assistant,"Enhance your AI assistants with powerful semantic memory and search capabilities. Store, retrieve, and manage text-based memories seamlessly to improve context awareness during conversations. Leverage advanced features like tagging and health monitoring for optimal performance.",https://smithery.ai/server/@rmtech1/txtai-assistant-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DroidMind,"Control your Android devices effortlessly using AI. Enable your assistant to perform tasks like debugging, system analysis, and app management through natural language commands. Experience seamless integration with the Model Context Protocol for a powerful and secure interaction with your devices.",https://smithery.ai/server/@hyperb1iss/droidmind,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,BatchIt,"Batch multiple MCP tool calls into a single request to reduce overhead and token usage for AI agents. Streamline your operations by executing multiple tasks in parallel, enhancing efficiency and performance. Simplify complex workflows with a single aggregator request, minimizing the need for excessive round trips.",https://smithery.ai/server/@ryanjoachim/mcp-batchit,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Moondream,"Advanced image analysis with captioning, object detection, and visual question answering.",https://smithery.ai/server/@NightTrek/moondream-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,智能对话机器人,提供多平台接入的智能对话服务，支持文本、语音和图像交互。通过插件扩展功能，定制企业AI应用。,https://smithery.ai/server/@rsagacom/chatgpt-on-wechat,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AutoGen,Create multi-agent AI applications that can operate autonomously or collaborate with humans. Leverage a powerful framework and developer tools to build and prototype workflows without writing code. Join a thriving community and enhance your projects with AI capabilities.,https://smithery.ai/server/@tan-wen-yuan/autogen,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Tutorial,Learn the fundamental concepts of the Model Context Protocol and how to implement it effectively. Start building your own MCP servers and integrate external services seamlessly. Enhance your applications with powerful tools and resources using this comprehensive tutorial.,https://smithery.ai/server/@pai-bh/mcp-tutorial,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AIMCP Server,"Enhance your applications with dynamic context integration. Access and manipulate real-world data and tools seamlessly, empowering your agents to perform complex tasks effortlessly. Experience a standardized and secure way to bridge your LLMs with external resources.",https://smithery.ai/server/@CrazyOctopusDan/aimcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Minecraft,A Model Context Protocol (MCP) integration for Minecraft enabling AI assistants to interact with a Minecraft server.,https://smithery.ai/server/mcp-minecraft,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DevTools,Connect your AI assistants to external services and tools seamlessly. Enable powerful interactions and data manipulation through a robust and extensible framework. Experience a developer-friendly setup with comprehensive documentation for easy integration.,https://smithery.ai/server/@DXHeroes/mcp-devtools,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Dart,Provide a server implementation for the Model Context Protocol using Dart.,https://smithery.ai/server/@its-dart/dart-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@judddd/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Smithery AI,"Enhance your applications with intelligent data processing and automation. Leverage advanced AI capabilities to streamline workflows and improve decision-making. Integrate seamlessly with your existing systems for a smarter, more efficient operation.",https://smithery.ai/server/@tpu01yzx/smithery-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@zj669/zj669,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,FL Studio Integration,"Connect Claude to FL Studio and enhance your music production with AI capabilities. Use the MCP to send melodies, chords, and drums directly into your projects, making music creation seamless and intuitive. Join our community to explore the future of music and AI together.",https://smithery.ai/server/@veenastudio/flstudio-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@zhaogea/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools with LLMs seamlessly. Enhance your applications with dynamic context and capabilities.,https://smithery.ai/server/@agnt-gg/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepSeek MPC Server,Access DeepSeek models effortlessly through a simple API. Configure model parameters and send chat requests to enhance your AI agents' capabilities. Streamline your integration with a user-friendly interface designed for seamless interaction with advanced AI models.,https://smithery.ai/server/@claudeorg/deepseek-search,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Hosted MCP,Provide a hosted environment for Model Context Protocol applications.,https://smithery.ai/server/@hostedmcp/multitool,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@afair4242/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP_01,Develop and enhance your applications with powerful context integration capabilities. Leverage real-world data and tools seamlessly to improve user interactions and functionality. Empower your agents to perform complex tasks with ease and efficiency.,https://smithery.ai/server/@sedaily/mcp_01,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Base Implementation Framework,"Build AI-powered applications with a standardized framework for integrating LLMs. Create and manage MCP servers and clients effortlessly, leveraging built-in support for tools, resources, and prompts. Get started quickly with sample templates and modular design for easy customization.",https://smithery.ai/server/@jsmiff/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@lzlalpha/mcp_server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MyMCP Server,Integrate various tools for enhanced development workflows.,https://smithery.ai/server/@nguyenvanduocit/all-in-one-model-context-protocol,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Cursor AI,Enhance your applications with intelligent context-aware capabilities. Integrate seamlessly with external data and tools to provide dynamic responses and actions. Empower your users with a more interactive and responsive experience.,https://smithery.ai/server/@Davidchoi79/cursor-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Personal Health Tracker,"Track personal health, workouts, and nutrition with AI analysis.",https://smithery.ai/server/personal-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@keviman/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity AI Server,"Integrate with Perplexity AI for chatting, searching, and documentation retrieval.",https://smithery.ai/server/@fr0ziii/perplexity-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Reasoning-Coder,Integrate various language models for generating responses and reasoning tasks.,https://smithery.ai/server/@mario-andreschak/mcp-reasoning-coding,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,RAT MCP Server,Implement a two-stage reasoning process using DeepSeek and various response models.,https://smithery.ai/server/@newideas99/RAT-retrieval-augmented-thinking-MCP,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp-hubspot,A Model Context Protocol (MCP) server implementation that provides integration with HubSpot CRM. This server enables AI models to interact with HubSpot data and operations through a standardized interface.,https://smithery.ai/server/mcp-hubspot,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools seamlessly with LLMs. Enhance your applications with dynamic context and capabilities.,https://smithery.ai/server/@essenecrucix-netizen/memory,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@Forwardkite/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-time data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge your LLMs with the real world.,https://smithery.ai/server/@spekrealism/mcp-server-bitirix,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate OpenAI services, Git repository analysis, and local filesystem operations seamlessly. Enhance your applications with powerful AI capabilities and efficient code analysis tools. Simplify your development workflow by leveraging advanced AI insights and filesystem interactions.",https://smithery.ai/server/@dvladimirov/MCP,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Build,Empower your applications with advanced AI capabilities. Seamlessly integrate and utilize AI models to enhance functionality and user experience. Unlock the potential of AI in your projects with ease and efficiency.,https://smithery.ai/server/@Veunia/ai-build,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Sequential Tools Server,"Leverage narrative and analytical techniques to enhance problem-solving and memory retention. Structure complex problems as engaging stories or sequential thoughts, allowing for easy revision and branching. Integrate seamlessly with AI systems using the Model Context Protocol.",https://smithery.ai/server/@dhkts1/sequentialstory,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CTS,Integrate and manage context-aware tools and resources seamlessly.,https://smithery.ai/server/@damazzy/cts,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Twitter Integration for AI Agents,"Leverage Twitter's features seamlessly within your AI applications. Access tweets, user profiles, and perform interactions like liking or retweeting directly through a clean interface. Enhance your AI's capabilities with robust Twitter functionality and error handling.",https://smithery.ai/server/@taazkareem/twitter-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Dify MCP Server,Integrate and invoke Dify workflows seamlessly in your applications. Utilize the power of the Model Context Protocol to enhance your tools and workflows with real-time data and actions. Get started quickly with easy installation options and configuration.,https://smithery.ai/server/@teddylee777/dify-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@b2p5/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Conversational Application Framework,"Build conversational applications with ease. Leverage local LLMs, vector memory, and a plugin system to execute real actions seamlessly. Enhance user interactions with automatic long history summarization and multi-user support.",https://smithery.ai/server/@eversonpereira/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Terraform Model Context Protocol Tool,"Manage and operate your Terraform environments seamlessly with this command-line tool. Interact with Terraform configurations, analyze plans, and apply changes through a powerful integration with AI assistants. Experience automated project setup and fast processing to enhance your infrastructure management.",https://smithery.ai/server/@nwiizo/tfmcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Fractal AI,Enhance your applications with advanced AI capabilities. Seamlessly integrate AI functionalities to improve user experience and automate tasks.,https://smithery.ai/server/@y-71/fractal-ai,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,UnifAI MCP Server,Integrate your applications with powerful tools and resources seamlessly. Enhance your workflows by leveraging the capabilities of the UnifAI MCP servers for TypeScript and Python. Experience a standardized way to interact with real-world data and actions in your projects.,https://smithery.ai/server/@unifai-network/unifai-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Voyp,Enable AI assistants to make phone calls and manage call contexts.,https://smithery.ai/server/@paulotaylor/voyp-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Postgres MCP,"Connect your AI models to a PostgreSQL database seamlessly. Execute SQL queries and retrieve schema information through a standardized protocol, enhancing your model's capabilities with real-time data access.",https://smithery.ai/server/@endaoment/endaoment-postgres-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Memory Context Provider Server,Manage user contexts for LLM interactions seamlessly. Store and retrieve relevant context based on user prompts to enhance conversational continuity. Utilize a RESTful API for easy integration and context management.,https://smithery.ai/server/@Srish-ty/MCP-Testing-interface-for-LLMs,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools seamlessly with LLMs. Enhance your applications with dynamic context and capabilities.,https://smithery.ai/server/@essenecrucix-netizen/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Postman Tool Generation Server,Generate AI tools from Postman collections and requests.,https://smithery.ai/server/@giovannicocco/mcp-server-postman-tool-generation,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@MyAllures/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,NSAF MCP Server,Integrate Neuro-Symbolic Autonomy Framework capabilities into your AI assistants. Run customizable NSAF evolution and compare different agent architectures seamlessly. Enhance your AI's decision-making with advanced neuro-symbolic techniques.,https://smithery.ai/server/@ariunbolor/nsaf-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@Sbrg33/mcp,Local,
