search_query,name,description,url,type,usage_count
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",AKShare MCP Server,Access global financial market data and perform analysis using the AKShare library. Leverage powerful financial data queries to enhance your applications and insights. Integrate seamlessly with Claude Desktop for a streamlined experience.,https://smithery.ai/server/@ttjslbz001/akshare_mcp_server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Tushare数据查询服务器,查询股票基本信息和搜索股票，轻松获取您所需的市场数据。通过安全的token配置，确保您的数据访问安全无忧。,https://smithery.ai/server/@zhewenzhang/tushare_mcp,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Ledger Service,"Manage your ledger files efficiently with this server. Access account balances, transaction histories, and account listings seamlessly through Claude. Simplify your financial tracking and reporting with powerful tools at your fingertips.",https://smithery.ai/server/@mprokopov/ledger-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Crypto Trader Tool for Claude Desktop,"Access real-time cryptocurrency market data and insights. Get detailed price information, historical data, and track trending cryptocurrencies effortlessly. Enhance your trading strategies with comprehensive market statistics at your fingertips.",https://smithery.ai/server/@SaintDoresh/Crypto-Trader-MCP-ClaudeDesktop,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",XTQuantAI,"Integrate AI with the XTQuant quantitative trading platform to access and manipulate trading data seamlessly. Leverage advanced data querying, market data retrieval, and visualization capabilities to enhance your trading strategies. Start making informed trading decisions with AI assistance today!",https://smithery.ai/server/@dfkai/xtquantai,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Resources,Building the operating system for AI,https://smithery.ai/,,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Ethereum Address Info Server,Provide real-time information about Ethereum addresses across multiple chains. Connect to the server to receive updates and fetch address data seamlessly. Enhance your applications with live blockchain insights using our easy-to-use API.,https://smithery.ai/server/@doronaviguy/mpc-0x,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Lighthouse,"Interact with your crypto portfolio seamlessly. Query and analyze your portfolio data directly through natural language with Claude, gaining insights into performance, asset distribution, and transaction history.",https://smithery.ai/server/@l3wi/mcp-lighthouse,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",ExploitDB Integration Server,"Enhance your cybersecurity research by querying a comprehensive database of security exploits and vulnerabilities. Access detailed information, statistics, and recent updates to stay informed about the latest threats. Utilize powerful search capabilities to find relevant exploits quickly and efficiently.",https://smithery.ai/server/@Cyreslab-AI/exploitdb-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Deep Web Research Server,Enhance web research capabilities with intelligent search and content extraction.,https://smithery.ai/server/@PedroDnT/mcp-deepwebresearch,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Ledger CLI MCP Server,Interact with your financial data effortlessly. Query and analyze your accounting information using AI assistants through a standardized interface for Ledger CLI commands. Simplify financial reporting and budget analysis with powerful tools at your fingertips.,https://smithery.ai/server/@minhyeoky/mcp-server-ledger,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Soccer Data Server,"Access live match data and comprehensive football statistics effortlessly. Retrieve real-time information about leagues, teams, and players to enhance your applications with up-to-date football insights.",https://smithery.ai/server/@obinopaul/soccer-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",RootData MCP Server,"Integrate cryptocurrency and blockchain project data into your AI assistants. Access project details, organization information, and search results directly through the MCP interface.",https://smithery.ai/server/@jincai/rootdata-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Ledger CLI MCP Server,"Interact with your financial data effortlessly. Query and analyze your accounting information using AI assistants to generate reports, track budgets, and manage transactions with ease.",https://smithery.ai/server/@minhyeoky/mcp-ledger,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",OpenDeepSearch,"Perform comprehensive, in-depth research on complex topics. Break down questions into manageable sub-questions and synthesize findings into well-structured reports with citations. Integrate seamlessly with various MCP clients for enhanced research capabilities.",https://smithery.ai/server/@tositon/opendeepsearch,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Angle One MCP Server,Access real-time financial market data and execute trading operations seamlessly. Leverage the power of Angle One's trading APIs to enhance your financial analysis and portfolio management. Start making informed trading decisions with our standardized MCP server interface.,https://smithery.ai/server/@baba786/angleone-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",DataForSEO API Server,"Integrate powerful SEO data capabilities into your applications. Access SERP, keywords, backlinks, and on-page analysis through a simple JSON interface. Enhance your SEO strategies with real-time data and insights from DataForSEO.",https://smithery.ai/server/@Skobyn/mcp-dataforseo,Remote,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Juhe Exchange Rates,Provide real-time global currency exchange rate queries for large language models. Access up-to-date exchange rates between different currencies effortlessly. Enhance your applications with accurate financial data at your fingertips.,https://smithery.ai/server/@juhemcp/jexchange-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Flow MCP Server,"Access Flow blockchain data and perform operations through a standardized interface. Enable your AI assistants to check balances, resolve domains, execute scripts, and submit transactions seamlessly.",https://smithery.ai/server/@lmcmz/flow-mcp-server,Local,
"Explore servers that provide advanced tools for tracking and analyzing cryptocurrency transactions, liquidity pools, and financial market data, including integrations with DeFi platforms and real-time financial metrics.",Beancount MCP Server,"Enable AI assistants to seamlessly query and analyze financial data stored in Beancount ledger files using the Beancount Query Language (BQL). This server enhances the accessibility and utility of financial data, making it easier to interact with your Beancount ledgers. Use it in a development environment to explore its capabilities and provide feedback for improvements.",https://smithery.ai/server/@vanto/beanquery-mcp,Local,
