Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,Pokémcp,"Poke-MCP is a Model Context Protocol (MCP) server that provides Pokémon information through a standardized interface. It connects to the [PokeAPI](https://pokeapi.co/) to fetch Pokémon data and exposes it through MCP tools that can be used by any MCP-compatible client, such as Claude Desktop App, Continue, Cline, and others.","Poke-MCP는 표준화된 인터페이스를 통해 포켓몬 정보를 제공하는 모델 컨텍스트 프로토콜(MCP) 서버입니다. [PokeAPI](https://pokeapi.co/)에 연결하여 포켓몬 데이터를 가져오고 Claude Desktop App, Continue, Cline 등과 같은 모든 MCP 호환 클라이언트에서 사용할 수 있는 MCP 도구를 통해 노출합니다.",https://smithery.ai/server/@NaveenBandarage/poke-mcp,Remote,
,Databutton,Build and deploy beautiful business apps effortlessly with our AI agent. Generate initial app plans and create a solid foundation for your projects using React and Python APIs. Streamline your development process and unleash unbounded complexity with ease.,AI 에이전트로 아름다운 비즈니스 앱을 손쉽게 빌드하고 배포하세요. React와 Python API를 사용하여 초기 앱 계획을 생성하고 프로젝트를 위한 견고한 기반을 만드세요. 개발 프로세스를 간소화하고 무한한 복잡성을 손쉽게 풀어보세요.,https://smithery.ai/server/@databutton/databutton-mcp,Remote,
,App Market Intelligence,"Analyze data from the Apple App Store and Google Play Store to gain insights about apps, market trends, and user feedback. Make informed decisions with comprehensive market intelligence at your fingertips.","Apple App Store와 Google Play Store의 데이터를 분석하여 앱, 시장 동향 및 사용자 피드백에 대한 통찰력을 얻으세요. 손끝에서 포괄적인 시장 정보를 사용하여 정보에 입각한 결정을 내리세요.",https://smithery.ai/server/@JiantaoFu/appinsightmcp,Remote,
,Email sending server,Send emails directly from your LLM applications using Resend's API. Compose and dispatch emails seamlessly without manual copying and pasting.,Resend의 API를 사용하여 LLM 애플리케이션에서 직접 이메일을 보내세요. 수동 복사 및 붙여넣기 없이 원활하게 이메일을 작성하고 발송하세요.,https://smithery.ai/server/@ykhli/mcp-send-emails,Remote,
,PubMed Search,Search PubMed via MCP.,MCP를 통해 PubMed를 검색하세요.,https://smithery.ai/server/pubmed-search,Remote,
,Google Workspace Server,Manage your emails and calendar events programmatically through a unified interface. Interact with Gmail and Calendar APIs seamlessly to automate tasks and enhance productivity. Simplify your workflow by integrating Google services into your applications effortlessly.,통합 인터페이스를 통해 이메일과 캘린더 이벤트를 프로그래밍 방식으로 관리하세요. Gmail 및 캘린더 API와 원활하게 상호 작용하여 작업을 자동화하고 생산성을 향상하세요. Google 서비스를 애플리케이션에 손쉽게 통합하여 워크플로를 간소화하세요.,https://smithery.ai/server/@KaranThink41/google_chat_mcp_server,Remote,
,Time Server,Provide current time information and perform timezone conversions.,현재 시간 정보를 제공하고 시간대를 변환합니다.,https://smithery.ai/server/@smithery-ai/time,Remote,
,Spotify,Connect to Spotify to control playback and manage your music library. This fork includes playlist management support,Spotify에 연결하여 재생을 제어하고 음악 라이브러리를 관리하세요. 이 포크에는 재생 목록 관리 지원이 포함되어 있습니다.,https://smithery.ai/server/@jamiew/spotify-mcp,Remote,
,TweetBinder,"Access Twitter analytics and reporting capabilities directly from your AI models. Analyze hashtags, users, and conversations to gain insights and generate detailed reports effortlessly. Enhance your social media strategy with real-time engagement metrics and sentiment analysis.","AI 모델에서 직접 Twitter 분석 및 보고 기능에 액세스하세요. 해시태그, 사용자 및 대화를 분석하여 통찰력을 얻고 자세한 보고서를 손쉽게 생성하세요. 실시간 참여 지표와 감정 분석으로 소셜 미디어 전략을 강화하세요.",https://smithery.ai/server/@AudienseCo/mcp-tweetbinder,Remote,
,PubMed Enhanced Search Server,"Search and retrieve academic papers from the PubMed database with enhanced tools. Utilize features like MeSH term lookup, publication statistics, and structured PICO-based evidence searches to streamline your research process.","향상된 도구를 사용하여 PubMed 데이터베이스에서 학술 논문을 검색하고 검색합니다. MeSH 용어 검색, 출판 통계, 구조화된 PICO 기반 증거 검색과 같은 기능을 활용하여 연구 프로세스를 간소화합니다.",https://smithery.ai/server/@leescot/pubmed-mcp-smithery,Remote,
,Time Server,Provide the current date and time in various timezones.,다양한 시간대의 현재 날짜와 시간을 제공합니다.,https://smithery.ai/server/mcp-timeserver,Remote,
,ScrapeGraph MCP Server,"ScrapeGraphAI is a LLM-powered scraping API for structured data extraction from any website. SmartScraper allows you to extract structured data from a specific webpage, SearchScraper finds the information you're looking for on the web and returns a structured response, and Markdownify converts webpages into markdown. 
 

 Web search integration and content filtering
 

  - API KEY --> dashboard.scrapegraphai.com","ScrapeGraphAI는 모든 웹사이트에서 구조화된 데이터를 추출하기 위한 LLM 기반 스크래핑 API입니다. SmartScraper를 사용하면 특정 웹페이지에서 구조화된 데이터를 추출할 수 있고, SearchScraper는 웹에서 찾고 있는 정보를 찾아 구조화된 응답을 반환하며, Markdownify는 웹페이지를 마크다운으로 변환합니다. 

웹 검색 통합 및 콘텐츠 필터링

- API 키 --> dashboard.scrapegraphai.com",https://smithery.ai/server/@ScrapeGraphAI/scrapegraph-mcp,Remote,
,Perplexity MCP Zerver,"Leverage AI-powered research capabilities seamlessly without the need for an API key. Perform web searches, retrieve documentation, and analyze code with a modular tool architecture. Enhance your research workflow with integrated chat and API discovery features.","API 키 없이도 AI 기반 연구 기능을 원활하게 활용하세요. 모듈형 도구 아키텍처로 웹 검색을 수행하고, 문서를 검색하고, 코드를 분석하세요. 통합 채팅 및 API 검색 기능으로 연구 워크플로를 강화하세요.",https://smithery.ai/server/@wysh3/perplexity-mcp-zerver,Remote,
,Appwrite MCP Server,"Manage your Appwrite projects effortlessly. Interact with databases, users, functions, and teams through a streamlined API interface. Enhance your development experience with integrated tools for seamless project management.","Appwrite 프로젝트를 손쉽게 관리하세요. 간소화된 API 인터페이스를 통해 데이터베이스, 사용자, 기능 및 팀과 상호 작용하세요. 원활한 프로젝트 관리를 위한 통합 도구로 개발 경험을 향상하세요.",https://smithery.ai/server/@appwrite/mcp,Remote,
,GitHub API MCP Server,"Manage your GitHub repositories effortlessly. Create, update, and search files, issues, and pull requests with ease, all while preserving your Git history. Streamline your development workflow by automating repository management tasks.","GitHub 저장소를 손쉽게 관리하세요. Git 기록을 보존하는 동시에 파일, 이슈, 풀 리퀘스트를 쉽게 만들고, 업데이트하고, 검색하세요. 저장소 관리 작업을 자동화하여 개발 워크플로를 간소화하세요.",https://smithery.ai/server/@renantrendt/reference-servers,Remote,
,Gitee MCP Server,"Automate your Gitee repository management with ease. Create, update, and manage repositories, issues, and pull requests through a simple interface. Enhance your workflow by letting AI handle Gitee operations for you.","Gitee 저장소 관리를 간편하게 자동화하세요. 간단한 인터페이스를 통해 저장소, 이슈, 풀 리퀘스트를 생성, 업데이트, 관리하세요. AI가 Gitee 작업을 대신 처리하도록 하여 워크플로를 개선하세요.",https://smithery.ai/server/@normal-coder/gitee-mcp-server,Remote,
,Centinela Analytics Server,Store and manage notes efficiently while generating insightful summaries. Execute SQL queries and create reports seamlessly with Metabase integration. Enhance your data analytics capabilities with a user-friendly interface and powerful tools.,통찰력 있는 요약을 생성하는 동안 효율적으로 노트를 저장하고 관리합니다. Metabase 통합으로 SQL 쿼리를 실행하고 보고서를 매끄럽게 만듭니다. 사용자 친화적인 인터페이스와 강력한 도구로 데이터 분석 기능을 강화합니다.,https://smithery.ai/server/@centinela-io/ctl-analytics-mcp-server,Remote,
,Airtable MCP,"Connect your AI tools directly to Airtable. Query, create, update, and delete records using natural language. Features include base management, table operations, schema manipulation, record filtering, and data migration—all through a standardized MCP interface compatible with Cursor, Claude Code, Cline, Zed, and other Claude-powered editors.","AI 도구를 Airtable에 직접 연결하세요. 자연어를 사용하여 레코드를 쿼리, 생성, 업데이트 및 삭제하세요. 기능에는 기반 관리, 테이블 작업, 스키마 조작, 레코드 필터링 및 데이터 마이그레이션이 포함되며, 모두 Cursor, Claude Code, Cline, Zed 및 기타 Claude 기반 편집기와 호환되는 표준화된 MCP 인터페이스를 통해 제공됩니다.",https://smithery.ai/server/@rashidazarang/airtable-mcp,Remote,
,PapersWithCode Client,"Interface with the PapersWithCode API to access a wealth of research information. Retrieve details about papers, authors, conferences, and methods effortlessly, enhancing your AI agent's capabilities. Simplify your research process with powerful tools for searching and explaining academic papers.","PapersWithCode API와 인터페이스하여 풍부한 연구 정보에 액세스하세요. 논문, 저자, 컨퍼런스 및 방법에 대한 세부 정보를 손쉽게 검색하여 AI 에이전트의 기능을 향상하세요. 학술 논문을 검색하고 설명하는 강력한 도구로 연구 프로세스를 간소화하세요.",https://smithery.ai/server/@hbg/mcp-paperswithcode,Remote,
,GitHub Mapper,"An MCP server that maps and analyzes GitHub repository structures, providing summary statistics and detailed file structures.",GitHub 저장소 구조를 매핑하고 분석하여 요약 통계와 자세한 파일 구조를 제공하는 MCP 서버입니다.,https://smithery.ai/server/github-mapper-mcp-server,Remote,
,Claude Custom Prompts,"Define and utilize custom prompts in markdown format to enhance your interactions with Claude. Streamline complex tasks into manageable steps with a flexible, template-based prompt system. Experience improved error handling and transport configurations for seamless operation.",마크다운 형식으로 사용자 정의 프롬프트를 정의하고 활용하여 클로드와의 상호작용을 개선하세요. 유연한 템플릿 기반 프롬프트 시스템으로 복잡한 작업을 관리 가능한 단계로 간소화하세요. 원활한 운영을 위해 향상된 오류 처리 및 전송 구성을 경험하세요.,https://smithery.ai/server/@minipuft/claude-prompts-mcp,Remote,
,Windows Command Line MCP Server,"Enable AI models to interact with Windows command-line functionality securely and efficiently. Execute commands, create projects, and retrieve system information while maintaining strict security protocols. Enhance your development workflows with safe command execution and project management tools.","AI 모델이 Windows 명령줄 기능과 안전하고 효율적으로 상호 작용할 수 있도록 합니다. 엄격한 보안 프로토콜을 유지하면서 명령을 실행하고, 프로젝트를 만들고, 시스템 정보를 검색합니다. 안전한 명령 실행 및 프로젝트 관리 도구로 개발 워크플로를 강화합니다.",https://smithery.ai/server/@alxspiker/Windows-Command-Line-MCP-Server,Remote,
,NLTK Model Context Protocol Server,Integrate NLTK with external data and tools seamlessly. Enhance your natural language processing capabilities by leveraging real-world data and actions through a standardized interface.,NLTK를 외부 데이터 및 도구와 원활하게 통합합니다. 표준화된 인터페이스를 통해 실제 데이터와 작업을 활용하여 자연어 처리 기능을 강화합니다.,https://smithery.ai/server/@kwen1510/nltk-map,Remote,
,MCP Fetch,Fetch web content and process images seamlessly for your agents. Enhance your Claude Desktop experience by retrieving and handling online content efficiently.,에이전트를 위해 웹 콘텐츠를 가져오고 이미지를 원활하게 처리합니다. 온라인 콘텐츠를 효율적으로 검색하고 처리하여 Claude Desktop 경험을 향상합니다.,https://smithery.ai/server/@JeremyNixon/mcp-fetch-me,Remote,
,Weather MCP Tool,"Check global weather effortlessly with a single sentence. Enjoy seamless integration with the Cursor editor, allowing for natural language queries in both Chinese and English. Get accurate weather forecasts for major cities worldwide with minimal setup.",한 문장으로 전 세계 날씨를 손쉽게 확인하세요. 커서 편집기와 완벽하게 통합되어 중국어와 영어로 자연어 쿼리를 할 수 있습니다. 최소한의 설정으로 전 세계 주요 도시의 정확한 날씨 예보를 받으세요.,https://smithery.ai/server/@MrCare/mcp_tool,Remote,
,RAG Web Browser Server,"This server allows AI models to perform web searches and scrape content, returning it in Markdown format via the RAG Web Browser Actor.",이 서버를 사용하면 AI 모델이 웹 검색을 수행하고 콘텐츠를 스크래핑하여 RAG 웹 브라우저 액터를 통해 마크다운 형식으로 반환할 수 있습니다.,https://smithery.ai/server/mcp-server-rag-web-browser,Remote,
,Clickhouse MCP Server,"An MCP server implementation that enables Claude AI to interact with Clickhouse databases. Features include secure database connections, query execution, read-only mode support, and multi-query capabilities.","Claude AI가 Clickhouse 데이터베이스와 상호 작용할 수 있도록 하는 MCP 서버 구현. 기능에는 보안 데이터베이스 연결, 쿼리 실행, 읽기 전용 모드 지원 및 다중 쿼리 기능이 포함됩니다.",https://smithery.ai/server/@burakdirin/clickhouse-mcp-server,Remote,
,Gmail Notes Server,Create and manage your notes seamlessly with this server. Generate summaries of your notes and access them easily through a simple interface. Enhance your productivity by integrating your notes with LLM capabilities.,이 서버로 노트를 매끄럽게 만들고 관리하세요. 노트 요약을 생성하고 간단한 인터페이스를 통해 쉽게 액세스하세요. 노트를 LLM 기능과 통합하여 생산성을 높이세요.,https://smithery.ai/server/@mundume/gmail-mcp,Remote,
,Atlassian Confluence Integration,"Connect your AI systems to Atlassian Confluence for seamless access to your organization's knowledge base. Retrieve, search, and manage Confluence content effortlessly, enhancing your AI's capabilities with real-time data. Simplify your workflow by integrating powerful Confluence tools directly into your AI applications.","조직의 지식 기반에 원활하게 액세스하려면 AI 시스템을 Atlassian Confluence에 연결하세요. Confluence 콘텐츠를 손쉽게 검색, 검색 및 관리하여 실시간 데이터로 AI의 기능을 강화하세요. 강력한 Confluence 도구를 AI 애플리케이션에 직접 통합하여 워크플로를 간소화하세요.",https://smithery.ai/server/@aashari/mcp-server-atlassian-confluence,Remote,
,mcp-nixos,MCP-NixOS is a Model Context Protocol server that stops your AI assistant from making stuff up about NixOS. Because let's face it—the only thing worse than confusing NixOS documentation is an AI confidently hallucinating about it.,MCP-NixOS는 AI 어시스턴트가 NixOS에 대한 허튼소리를 하는 것을 막는 Model Context Protocol 서버입니다. 솔직히 말해서 NixOS 문서를 혼란스럽게 만드는 것보다 더 나쁜 것은 AI가 자신 있게 그것에 대해 환각을 보이는 것입니다.,https://smithery.ai/server/@utensils/mcp-nixos,Remote,
,Whimsical Diagram Creator,Generate Whimsical diagrams programmatically using Mermaid markup. Enhance your visual documentation by creating complex diagrams directly from your MCP Client. Streamline your workflow with instant access to diagram URLs and images for easy iteration.,Mermaid 마크업을 사용하여 Whimsical 다이어그램을 프로그래밍 방식으로 생성합니다. MCP 클라이언트에서 직접 복잡한 다이어그램을 만들어 시각적 문서를 강화합니다. 다이어그램 URL과 이미지에 즉시 액세스하여 쉬운 반복을 통해 워크플로를 간소화합니다.,https://smithery.ai/server/@BrockReece/whimsical-mcp-server,Remote,
,Code Runner MCP Server,"Run code snippets in various programming languages and see the results instantly. Enhance your coding experience by executing code directly within your environment, supporting a wide range of languages. Perfect for testing and debugging code snippets quickly and efficiently.",다양한 프로그래밍 언어로 코드 조각을 실행하고 결과를 즉시 확인하세요. 다양한 언어를 지원하는 환경에서 직접 코드를 실행하여 코딩 경험을 향상하세요. 코드 조각을 빠르고 효율적으로 테스트하고 디버깅하는 데 적합합니다.,https://smithery.ai/server/@formulahendry/mcp-server-code-runner,Remote,
,虚拟币价格查询服务,查询最新的虚拟币价格和市场数据，帮助用户获取实时的加密货币信息。无缝集成到支持MCP的AI助手中，提供多种查询和分析功能。,"查询最新 虚拟币价格和市场数据，帮助用户获取实时的加密货币信息。 无缝集成到支持MCP 의 AI 助手中, 提供多种查询功能。",https://smithery.ai/server/@telegramtool/crypto_mcp,Remote,
,Calculator,This server enables LLMs to use calculator for precise numerical calculations.,이 서버를 통해 LLM은 계산기를 사용하여 정확한 수치 계산을 할 수 있습니다.,https://smithery.ai/server/@githejie/mcp-server-calculator,Remote,
,Home Assistant MCP,Connect your AI assistants with smart home devices seamlessly. Control and monitor your Home Assistant entities through a simple and efficient interface. Enhance your smart home experience by integrating AI capabilities into your automation workflows.,AI 어시스턴트를 스마트 홈 기기와 원활하게 연결하세요. 간단하고 효율적인 인터페이스를 통해 Home Assistant 엔티티를 제어하고 모니터링하세요. AI 기능을 자동화 워크플로에 통합하여 스마트 홈 경험을 향상하세요.,https://smithery.ai/server/@guilhermelirio/homeassistant-mpc,Remote,
,Monday.com MCP - Typescript,"A MCP server for Monday.com, that provides the basic functions of the standard GraqhQL API and some custom functions","Monday.com을 위한 MCP 서버로, 표준 GraqhQL API의 기본 기능과 일부 사용자 정의 기능을 제공합니다.",https://smithery.ai/server/@launchthatbrand/mcp-monday-ts,Remote,
,LLMS.txt Explorer,Explore and analyze websites that implement the llms.txt standard. Discover compliant websites and validate their llms.txt files effortlessly. Gain structured insights into the llms.txt ecosystem with ease.,llms.txt 표준을 구현하는 웹사이트를 탐색하고 분석합니다. 규정을 준수하는 웹사이트를 발견하고 llms.txt 파일을 손쉽게 검증합니다. llms.txt 생태계에 대한 체계적인 통찰력을 쉽게 얻습니다.,https://smithery.ai/server/@thedaviddias/mcp-llms-txt-explorer,Remote,
,doc-tools-mcp,"Manipulate Word documents effortlessly using natural language commands. Create, edit, and manage documents with advanced features like table creation and metadata management. Enhance your productivity by integrating document processing capabilities into your AI applications.","자연어 명령을 사용하여 Word 문서를 손쉽게 조작하세요. 테이블 생성 및 메타데이터 관리와 같은 고급 기능으로 문서를 만들고, 편집하고, 관리하세요. 문서 처리 기능을 AI 애플리케이션에 통합하여 생산성을 높이세요.",https://smithery.ai/server/@puchunjie/doc-tools,Local,
,URL Shortener MCP,Shorten any given URL effortlessly using the CleanURI API. Integrate this tool into your systems to enhance user experience with quick and reliable URL shortening. Enjoy seamless operation with proper error handling and response validation.,CleanURI API를 사용하여 주어진 URL을 손쉽게 단축하세요. 이 도구를 시스템에 통합하여 빠르고 안정적인 URL 단축으로 사용자 경험을 향상하세요. 적절한 오류 처리 및 응답 검증으로 원활한 작업을 즐기세요.,https://smithery.ai/server/@Talismanic/cleanuri-url-shortener-mcp,Local,
,Elasticsearch 7.x MCP Server,Interact seamlessly with Elasticsearch 7.x using a standardized MCP protocol. Perform basic operations and advanced search functionalities effortlessly through any MCP client. Enhance your applications with powerful Elasticsearch capabilities without diving into complex API calls.,표준화된 MCP 프로토콜을 사용하여 Elasticsearch 7.x와 원활하게 상호 작용합니다. 모든 MCP 클라이언트를 통해 기본 작업과 고급 검색 기능을 손쉽게 수행합니다. 복잡한 API 호출에 뛰어들지 않고도 강력한 Elasticsearch 기능으로 애플리케이션을 강화합니다.,https://smithery.ai/server/@imlewc/elasticsearch7-mcp-server,Local,
,Audiense Demand,Create and analyze demand reports effortlessly. Gain insights across various channels and countries to enhance your decision-making process. Leverage the power of Audiense Demand with seamless integration into your workflow.,수요 보고서를 손쉽게 만들고 분석하세요. 다양한 채널과 국가에 대한 통찰력을 얻어 의사 결정 프로세스를 개선하세요. 워크플로에 원활하게 통합하여 Audiense Demand의 힘을 활용하세요.,https://smithery.ai/server/@AudienseCo/mcp-audiense-demand,Remote,
,MotherDuck,Connect and query MotherDuck and local DuckDB databases.,MotherDuck과 로컬 DuckDB 데이터베이스에 연결하고 쿼리를 실행합니다.,https://smithery.ai/server/mcp-server-motherduck,Remote,
,Image Generator,"Generate images from text prompts effortlessly. Utilize advanced AI models to create stunning visuals tailored to your specifications. Perfect for artists, designers, and anyone in need of custom imagery.","텍스트 프롬프트에서 이미지를 손쉽게 생성하세요. 고급 AI 모델을 활용하여 사양에 맞는 멋진 비주얼을 만드세요. 아티스트, 디자이너 및 맞춤형 이미지가 필요한 모든 사람에게 완벽합니다.",https://smithery.ai/server/@GMKR/imagegenerator,Remote,
,Notion Integration,An MCP server that integrates with Notion's API to manage personal todo lists.,Notion의 API와 통합되어 개인 할 일 목록을 관리하는 MCP 서버입니다.,https://smithery.ai/server/notion_mcp,Remote,
,Dice Roller,Roll dice using standard dice notation and return results with their total sum.,표준 주사위 표기법을 사용하여 주사위를 굴리고 그 결과와 총합을 반환합니다.,https://smithery.ai/server/mcp-dice,Remote,
,Skrape MCP Server,"Get any website content - Convert webpages into clean, LLM-ready Markdown.",모든 웹사이트 콘텐츠를 얻으세요 - 웹페이지를 깔끔하고 LLM에 적합한 마크다운으로 변환하세요.,https://smithery.ai/server/@skrapeai/skrape-mcp,Remote,
,Tenki,Get weather updates for Japan.,일본의 날씨 정보를 받아보세요.,https://smithery.ai/server/mcp-tenki,Remote,
,Scraper.is,"Scrape web content effortlessly and access real-time information for your AI assistants. Capture screenshots and extract data in multiple formats like markdown, HTML, or JSON. Enhance your AI's capabilities with seamless web scraping integration.","웹 콘텐츠를 손쉽게 스크래핑하고 AI 어시스턴트를 위한 실시간 정보에 액세스하세요. 스크린샷을 캡처하고 마크다운, HTML 또는 JSON과 같은 여러 형식으로 데이터를 추출하세요. 원활한 웹 스크래핑 통합으로 AI의 역량을 강화하세요.",https://smithery.ai/server/@Ai-Quill/scaperis-mcp,Remote,
,JigsawStack AI Web Search,Effortlessly search the Web and get access to high-quality results powered with AI. Learn more about this API here: https://jigsawstack.com/docs/api-reference/web/ai-search Get your jigsawstack API key here: https://jigsawstack.com/dashboard/,웹을 손쉽게 검색하고 AI로 구동되는 고품질 결과에 액세스하세요. 이 API에 대한 자세한 내용은 여기에서 확인하세요: https://jigsawstack.com/docs/api-reference/web/ai-search 여기에서 jigsawstack API 키를 받으세요: https://jigsawstack.com/dashboard/,https://smithery.ai/server/@JigsawStack/ai-web-search,Remote,
,Jina Reader MCP Server,Fetch the content of a remote URL as Markdown with Jina Reader,Jina Reader를 사용하여 원격 URL의 내용을 Markdown으로 가져오기,https://smithery.ai/server/mcp-jina-reader,Remote,
,Freshdesk Integration Server,"Integrate AI models with Freshdesk to automate support operations. Create, update, and manage support tickets seamlessly through the Freshdesk API. Enhance your customer support experience with automated ticket management and AI-driven interactions.","AI 모델을 Freshdesk와 통합하여 지원 작업을 자동화합니다. Freshdesk API를 통해 지원 티켓을 원활하게 생성, 업데이트 및 관리합니다. 자동화된 티켓 관리 및 AI 기반 상호 작용으로 고객 지원 경험을 향상합니다.",https://smithery.ai/server/@effytech/freshdesk_mcp,Remote,
,Jina Reader MCP Server,Fetch the content of a remote URL as Markdown with Jina Reader,Jina Reader를 사용하여 원격 URL의 내용을 Markdown으로 가져오기,https://smithery.ai/server/mcp-jina-reader,Remote,
,Poker Win Calculator,Calculate your chances of winning in poker games with ease. Utilize advanced algorithms to analyze your hand and make informed decisions. Enhance your poker strategy and improve your gameplay with this powerful tool.,포커 게임에서 이길 확률을 쉽게 계산하세요. 고급 알고리즘을 활용하여 핸드를 분석하고 정보에 입각한 결정을 내리세요. 이 강력한 도구로 포커 전략을 강화하고 게임 플레이를 개선하세요.,https://smithery.ai/server/@watsonchua/poker_win_calculator,Remote,
,Gemini Thinking 2.5 Pro,"Leverage advanced analytical thinking capabilities to break down complex problems and generate thoughtful responses. Enhance your problem-solving process with insights, confidence levels, and alternative approaches, all while maintaining session persistence for ongoing analysis.","복잡한 문제를 분해하고 사려 깊은 대응을 생성하기 위해 고급 분석적 사고 능력을 활용하세요. 통찰력, 자신감 수준 및 대안적 접근 방식으로 문제 해결 프로세스를 강화하는 동시에 지속적인 분석을 위한 세션 지속성을 유지하세요.",https://smithery.ai/server/@palolxx/geminimcptest,Remote,
,Plane MCP Server,Manage your projects and issues seamlessly with Plane's API. Enable LLMs to interact with your project management workflows while ensuring user control and security. Streamline your project management tasks effortlessly.,Plane의 API로 프로젝트와 이슈를 원활하게 관리하세요. LLM이 사용자 제어 및 보안을 보장하면서 프로젝트 관리 워크플로와 상호 작용할 수 있도록 하세요. 프로젝트 관리 작업을 손쉽게 간소화하세요.,https://smithery.ai/server/@kelvin6365/plane-mcp-server,Remote,
,Plane MCP Server,"Interact seamlessly with the Plane project management platform. Manage workspaces, projects, and issues effortlessly through a set of powerful tools designed for AI assistants. Enhance your project management experience by automating tasks and retrieving real-time data.","Plane 프로젝트 관리 플랫폼과 원활하게 상호 작용하세요. AI 어시스턴트를 위해 설계된 강력한 도구 세트를 통해 작업 공간, 프로젝트 및 문제를 손쉽게 관리하세요. 작업을 자동화하고 실시간 데이터를 검색하여 프로젝트 관리 경험을 향상하세요.",https://smithery.ai/server/@gh-Constant/plane-mcp-server,Remote,
,VirusTotal MCP Server,"Query the VirusTotal API to obtain comprehensive security analysis reports. Analyze URLs, files, IPs, and domains with automatic relationship data fetching for a complete security overview. Enhance your threat intelligence capabilities with advanced search and detailed relationship analysis tools.","VirusTotal API를 쿼리하여 포괄적인 보안 분석 보고서를 얻으세요. 자동 관계 데이터 페칭을 통해 URL, 파일, IP 및 도메인을 분석하여 완벽한 보안 개요를 얻으세요. 고급 검색 및 자세한 관계 분석 도구로 위협 인텔리전스 기능을 강화하세요.",https://smithery.ai/server/@emeryray2002/virustotal-mcp,Remote,
,Coinmarket Server,Access Coinmarket API endpoints for currency listings and token quotes.,화폐 상장 및 토큰 견적을 위해 Coinmarket API 엔드포인트에 접속하세요.,https://smithery.ai/server/coinmarket-service,Remote,
,Lilith Shell,"Empower your AI assistants to execute terminal commands securely and efficiently. Leverage enhanced security controls and testing to ensure safe command execution in controlled environments. Ideal for development systems, this tool allows for seamless integration with any AI assistant supporting the Model Context Protocol.",AI 어시스턴트가 터미널 명령을 안전하고 효율적으로 실행하도록 지원합니다. 향상된 보안 제어 및 테스트를 활용하여 제어된 환경에서 안전한 명령 실행을 보장합니다. 개발 시스템에 이상적인 이 도구는 Model Context Protocol을 지원하는 모든 AI 어시스턴트와 원활하게 통합할 수 있습니다.,https://smithery.ai/server/@charles-adedotun/Lilith-Shell,Remote,
,PiAPI MCP Server,"MCP Server for PiAPI image generation, supporting media content creation through various services.","PiAPI 이미지 생성을 위한 MCP 서버로, 다양한 서비스를 통한 미디어 콘텐츠 생성을 지원합니다.",https://smithery.ai/server/piapi-mcp-server,Remote,
,OpenAI Server,MCP server for simple interaction with OpenAI API.,OpenAI API와 간단하게 상호작용할 수 있는 MCP 서버입니다.,https://smithery.ai/server/@mzxrai/mcp-openai,Remote,
,iOS Development Bridge Integration,Automate iOS device management and test execution seamlessly. Leverage the power of MCP to enhance your iOS development workflow with automated interactions and testing capabilities.,iOS 기기 관리 및 테스트 실행을 원활하게 자동화합니다. MCP의 힘을 활용하여 자동화된 상호 작용 및 테스트 기능으로 iOS 개발 워크플로를 강화합니다.,https://smithery.ai/server/@noahlozevski/mcp-idb,Local,
,DBT Semantic Layer Server,Query the DBT Semantic Layer API seamlessly. Enhance your data querying capabilities with a robust MCP server.,DBT Semantic Layer API를 원활하게 쿼리합니다. 강력한 MCP 서버로 데이터 쿼리 기능을 강화하세요.,https://smithery.ai/server/@TommyBez/dbt-semantic-layer-mcp,Remote,
,UML Diagram Generation Tool,Generate various types of UML diagrams effortlessly using natural language or PlantUML code. Share and view diagrams easily with accessible URLs and local file paths. Integrate seamlessly with MCP-compatible clients for enhanced functionality.,자연어 또는 PlantUML 코드를 사용하여 다양한 유형의 UML 다이어그램을 손쉽게 생성합니다. 접근 가능한 URL과 로컬 파일 경로로 다이어그램을 쉽게 공유하고 볼 수 있습니다. 향상된 기능을 위해 MCP 호환 클라이언트와 원활하게 통합합니다.,https://smithery.ai/server/@Swayingleaves/uml-mcp-server,Local,
,Meilisearch MCP Server,Enable AI assistants to interact with Meilisearch through a standardized interface.,표준화된 인터페이스를 통해 AI 어시스턴트가 Meilisearch와 상호 작용할 수 있도록 합니다.,https://smithery.ai/server/@devlimelabs/meilisearch-ts-mcp,Remote,
,Serper Search and Scrape,Habilite recursos poderosos de pesquisa na web e extração de conteúdo. Realize pesquisas ricas na web e raspe o conteúdo da página da web perfeitamente com a integração da API Serper.,웹과 추가 콘테우도에 대한 반복적인 작업을 수행합니다. API 서버 통합으로 웹 성능을 향상하고 웹 페이지에 대한 공격을 차단하는 방법을 알아보세요.,https://smithery.ai/server/@diegofornalha/mcp-server-serper,Remote,
,Datetime Formatting Server,"A service for generating datetime strings in various formats, optimized for integration with the Claude Desktop Application.","다양한 형식의 날짜/시간 문자열을 생성하는 서비스로, Claude Desktop Application과의 통합을 위해 최적화되었습니다.",https://smithery.ai/server/mcp-datetime,Remote,
